Name,Date,Location,Type,Region,Weather
Community is a Radical Act of Love,2/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly cloudy. Low around 39, with temperatures rising to around 41 overnight. North northeast wind around 6 mph. New rainfall amounts less than a tenth of an inch possible."
Seattle Kraken vs. Detroit Red Wings,2/19/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly cloudy. Low around 39, with temperatures rising to around 41 overnight. North wind around 5 mph. New rainfall amounts less than a tenth of an inch possible."
The Thrifted,2/19/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy. Low around 40, with temperatures rising to around 42 overnight. North northeast wind around 6 mph. New rainfall amounts less than a tenth of an inch possible."
From Mozart to Matthews,2/20/2024,Benaroya Hall,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 53. Southeast wind 3 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Lukas Nelson,2/20/2024,The Showbox,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 53. Southeast wind 3 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Mahogany – smARTfilms: Black Luxury,2/20/2024,Bainbridge Island Museum of Art,Film & Media Arts,West,"Rain likely. Mostly cloudy, with a high near 53. Southeast wind 3 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Robots Who Paint,2/20/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 53. South southeast wind 3 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Trask,2/20/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 54. Southeast wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
"Wu Han, Philip Setzer & David Finckel",2/20/2024,Meany Center for the Performing Arts,Music,University District,"Rain likely. Mostly cloudy, with a high near 53. Southeast wind 3 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
A I M by Kyle Abraham,2/21/2024,The Moore Theatre,Dance,Downtown,"Rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Cesar Cuauhtemoc Garcia Hernandez,2/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Side-by-Side with Seattle Youth Symphony Orchestra,2/21/2024,Benaroya Hall,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Bailen,2/22/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 54."
Dr. Charan Ranganath,2/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 55."
Jack Parker,2/22/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 54."
Mountain Holler,2/22/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 54."
Northwest Blues Stars,2/22/2024,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 54."
Seattle Kraken vs. Vancouver Canucks,2/22/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 54."
Shabaka,2/22/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 54."
BLACKSTAR SYMPHONY: The Music of David Bowie,2/23/2024,Benaroya Hall,Music,Downtown,"Mostly sunny, with a high near 53."
Caligula’s Horse,2/23/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 53."
Lisa Koch Big Ass Birthday Bash,2/23/2024,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 53."
Opera Talk: The Making of X,2/23/2024,Opera Center,Readings & Lectures,Queen Anne / Seattle Center,"Mostly sunny, with a high near 54."
Tikkadoom and Nick Drummond,2/23/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 53."
Wreckno,2/23/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 53."
Bassekou Kouyate and Vieux Farka Toure,2/24/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 53."
Crystal Skies,2/24/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 53."
Dan Brown Wild Symphony,2/24/2024,Benaroya Hall,Music,Downtown,"Mostly sunny, with a high near 53."
Dana Gould and Bobcat Goldthwait,2/24/2024,The Triple Door,Theatre,Downtown,"Mostly sunny, with a high near 53."
Knoll,2/24/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 53."
Nate Jackson,2/24/2024,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 53."
Pink Sweat$,2/24/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 53."
Root and Branch,2/24/2024,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 53."
Seattle Kraken vs. Minnesota Wild,2/24/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 54."
Small Island Big Song,2/24/2024,Meany Center for the Performing Arts,Music,University District,"Mostly sunny, with a high near 54."
The Highsteppers Classic Soul Revue,2/24/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 53."
Tides of Times: A Conversation on Maritime Asia in Art and Trade,2/24/2024,Seattle Art Museum,Museums,Downtown,"Mostly sunny, with a high near 53."
Klezmer Starts Here: The Music of Abe Schwartz,2/25/2024,The Royal Room,Music,South Seattle,"Rain. Mostly cloudy, with a high near 48."
Telling the Story,2/25/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 48."
