Name,Date,Location,Type,Region,Weather
19th International Sea Glass Festival,8/10/2024,Fisher Pavilion,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 82. Southwest wind around 5 mph."
Battlestar Kalakala,8/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 82. West southwest wind around 6 mph."
Dana Gould,8/10/2024,The Triple Door,Theatre,Downtown,"Sunny, with a high near 82. Southwest wind around 6 mph."
Dead Posey,8/10/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 82. Southwest wind around 6 mph."
Donny Osmond – Direct From Vegas,8/10/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 83. Southwest wind 2 to 6 mph."
Hillbilly Headbangers Ball,8/10/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 82. Southwest wind around 6 mph."
Ian Moore and Friends,8/10/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 82. Southwest wind around 6 mph."
King Buzzo,8/10/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 79. West southwest wind 2 to 6 mph."
Legendary Volume 2,8/10/2024,Rendezvous JewelBox Theater,Dance,Downtown,"Sunny, with a high near 81. Southwest wind around 6 mph."
Marco Antonio Solis,8/10/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Sunny, with a high near 81. Southwest wind around 5 mph."
MC Chris,8/10/2024,El Corazon,Music,Downtown,"Sunny, with a high near 82. West southwest wind around 6 mph."
Noah Pettibon,8/10/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82. Southwest wind around 6 mph."
Samurai Del,8/10/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 82. Southwest wind around 5 mph."
Son Little,8/10/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 83. Southwest wind around 5 mph."
The 19th Annual In The Spirit – Arts Market and Northwest Native Festival,8/10/2024,Washington State History Museum,Museums,South,"Sunny, with a high near 81. Southwest wind around 6 mph."
The Arcadian Wild,8/10/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 81. Southwest wind around 6 mph."
Foo Gazzi,8/11/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 71. Southwest wind 1 to 6 mph."
Hobo Johnson and The Lovemakers,8/11/2024,The Showbox,Music,Downtown,"Mostly cloudy, with a high near 73. South southwest wind 1 to 7 mph."
ScHoolboy Q,8/11/2024,Showbox SoDo,Music,Pioneer Square,"Mostly cloudy, with a high near 72. Southwest wind 1 to 7 mph."
St. Yuma,8/11/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 74. Southwest wind 2 to 7 mph."
The Groovy Noboby,8/11/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 74. South southwest wind 2 to 6 mph."
Tropical Sunday,8/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly cloudy, with a high near 74. South southwest wind 2 to 6 mph."
ZooTunes: Sierra Ferrell,8/11/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Mostly cloudy, with a high near 74. Southwest wind 2 to 7 mph."
Adira Sharkey,8/12/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 73. South southwest wind around 9 mph."
Annelida,8/12/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 72. South southwest wind around 9 mph."
Cults,8/12/2024,The Crocodile,Music,Downtown,"Partly sunny, with a high near 73. South southwest wind around 9 mph."
Ski Mask The Slump God,8/12/2024,The Paramount Theatre,Music,Downtown,"Partly sunny, with a high near 70. South southwest wind around 10 mph."
Stoneyard,8/12/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 72. South southwest wind 6 to 9 mph."
ZooTunes: The Japanese House,8/12/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Partly sunny, with a high near 70. South southwest wind around 10 mph."
Covers for Palentine,8/13/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 72."
Jhene Aiko,8/13/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Mostly cloudy, with a high near 69."
Kelvin Killmon,8/13/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 69."
Lila Forde,8/13/2024,The Triple Door,Music,Downtown,"Mostly cloudy, with a high near 71."
Sam Doores,8/13/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 69."
Amen Dunes,8/14/2024,The Showbox,Music,Downtown,"Partly sunny, with a high near 76."
Ben Howard,8/14/2024,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 76."
Dana Frank,8/14/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 75."
Hot Rod,8/14/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 76."
Howard Jones and ABC,8/14/2024,Marymoor Park,Music,Bellevue / Eastside,"Partly sunny, with a high near 75."
Hurricane Dreamz,8/14/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 76."
Igor and the Red Elvises,8/14/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 75."
Jealous Dogs,8/14/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 73."
Monsterwatch,8/14/2024,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 73."
Peter Himmelman,8/14/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 73."
Roselit Bone,8/14/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 74."
Skinlab,8/14/2024,El Corazon,Music,Downtown,"Partly sunny, with a high near 73."
Superdadbod,8/14/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 76."
Dizasterpiece,8/15/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 74."
Fire Marshall Ventura,8/15/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 74."
Glen Teriyaki,8/15/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 73."
JPEGMAFIA,8/15/2024,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 72."
Muwa,8/15/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 72."
National Guitar,8/15/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 74."
Robbie Fulks,8/15/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 75."
Squeeze and Boy George,8/15/2024,Marymoor Park,Music,Bellevue / Eastside,"Partly sunny, with a high near 75."
The Burkharts,8/15/2024,Barboza,Music,Capitol Hill / Central District,"Partly sunny, with a high near 74."
The White Buffalo,8/15/2024,The Crocodile,Music,Downtown,"Partly sunny, with a high near 74."
ZooTunes: Built to Spill,8/15/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Partly sunny, with a high near 72."
Cacophony,8/16/2024,Bainbridge Island Museum of Art,Music,West,"Mostly sunny, with a high near 74."
CG5 – Under The Spotlight Tour,8/16/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 75."
Cobi,8/16/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 72."
Eilen Jewell,8/16/2024,The Triple Door,Music,Downtown,"Partly sunny, with a high near 75."
Freddy Fuego,8/16/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 72."
J. Worra and Westend,8/16/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 73."
Kane Brown,8/16/2024,T-Mobile Park,Music,Pioneer Square,"Mostly sunny, with a high near 74."
Movies at The Mural – Singles,8/16/2024,Seattle Center Mural Amphitheatre,Film & Media Arts,Queen Anne / Seattle Center,"Mostly sunny, with a high near 75."
New Primitives,8/16/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 74."
Peso Pluma,8/16/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 72."
