Name,Date,Location,Type,Region,Weather
Olivia Barton,2/10/2026,Barboza,Music,Capitol Hill / Central District,"Sunny. High near 53, with temperatures falling to around 50 in the afternoon. North northeast wind 2 to 7 mph."
Blood Cultures,2/11/2026,Neumos,Music,Capitol Hill / Central District,"Patchy fog before 7am. Mostly sunny. High near 50, with temperatures falling to around 48 in the afternoon. North wind around 6 mph."
Biblioteka,2/12/2026,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 52. South wind 2 to 7 mph."
The Depths of Wikipedia,2/12/2026,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 51. South wind 2 to 6 mph."
Level Up and Zingara,2/13/2026,The Showbox,Music,Downtown,"Rain likely. Cloudy, with a high near 49."
Michael Shannon and Jason Narducy,2/13/2026,The Neptune Theatre,Music,University District,"Rain likely. Cloudy, with a high near 49."
Shame,2/13/2026,Neumos,Music,Capitol Hill / Central District,"Rain likely. Cloudy, with a high near 49."
Sudan Archives,2/14/2026,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 47."
The Ramona Flowers,2/14/2026,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 47."
Ghost – Skeletour World Tour 2026,2/15/2026,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain and snow. Partly sunny, with a high near 46."
Small Yards,2/15/2026,Slim's Last Chance,Music,South Seattle,"A chance of rain and snow. Partly sunny, with a high near 46."
The Serpents Tour,2/15/2026,The Neptune Theatre,Theatre,University District,"A chance of rain and snow. Partly sunny, with a high near 46."
