Name,Date,Location,Type,Region,Weather
Charlie Berens,3/6/2025,The Moore Theatre,Theatre,Downtown,"Mostly cloudy, with a low around 40. North northeast wind around 5 mph."
Cochise,3/6/2025,The Crocodile,Music,Downtown,"Mostly cloudy, with a low around 40. North northeast wind around 5 mph."
Deal,3/6/2025,High Dive,Music,Fremont / Ballard,"Mostly cloudy. Low around 38, with temperatures rising to around 40 overnight. Northeast wind around 2 mph."
Megan Stalter,3/6/2025,The Neptune Theatre,Theatre,University District,"Mostly cloudy, with a low around 41. North northeast wind around 7 mph."
Socks in the Frying Pan,3/6/2025,The Triple Door,Music,Downtown,"Mostly cloudy, with a low around 39. North northeast wind around 5 mph."
The Queers,3/6/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly cloudy, with a low around 40. North northeast wind around 5 mph."
G. Love and Special Sauce,3/7/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 53. South wind 3 to 7 mph."
Miss Minami,3/7/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Partly sunny, with a high near 53. South wind 5 to 8 mph."
Not Fade Away – A Tribute to Buddy Holly,3/7/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 53. South wind 5 to 8 mph."
Tape B,3/7/2025,The Showbox,Music,Downtown,"Partly sunny, with a high near 53. South wind 5 to 8 mph."
thrown,3/7/2025,El Corazon,Music,Downtown,"Partly sunny, with a high near 54. South wind 2 to 7 mph."
Bored Teachers,3/8/2025,The Moore Theatre,Theatre,Downtown,"A chance of rain. Mostly cloudy, with a high near 57. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Tape B,3/8/2025,The Showbox,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 56. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
The Bevis Frond,3/8/2025,High Dive,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 57. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
The Velveteers,3/8/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 57. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Vanessa Collier,3/8/2025,The Triple Door,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 57. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Echoes of the East,3/9/2025,Town Hall Seattle,Music,Downtown,"Rain. Mostly cloudy, with a high near 57."
Jerry Cantrell,3/9/2025,The Moore Theatre,Music,Downtown,"Rain. Mostly cloudy, with a high near 56."
Randy Blythe,3/9/2025,El Corazon,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 56."
Swallow the Sun,3/10/2025,El Corazon,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 49."
Delain,3/11/2025,El Corazon,Music,Downtown,"Rain. Mostly cloudy, with a high near 50."
HWASA,3/11/2025,The Moore Theatre,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 50."
