Name,Date,Location,Type,Region,Weather
Bingo Loco: Name That Song,8/1/2025,The Crocodile,Music,Downtown,"Partly cloudy, with a low around 59. East wind around 3 mph."
Cash’d Out,8/1/2025,Hidden Hall,Music,Fremont / Ballard,"Partly cloudy. Low around 60, with temperatures rising to around 62 overnight. East wind around 3 mph."
Coffee and Creativity,8/1/2025,Frye Art Museum,Museums,Capitol Hill / Central District,"Partly cloudy, with a low around 61. East wind around 2 mph."
Dispatch,8/1/2025,Marymoor Park,Music,Bellevue / Eastside,"Partly sunny, with a high near 78. West wind around 5 mph."
Electric Feels,8/1/2025,The Showbox,Music,Downtown,"Partly cloudy, with a low around 60. Northeast wind around 2 mph."
Funky 2 Death,8/1/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly cloudy. Low around 60, with temperatures rising to around 62 overnight. East wind around 2 mph."
Name That Song,8/1/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 77. West southwest wind around 6 mph."
Nina Katchadourian: 10-Minute Chat with the Chief Curator,8/1/2025,National Nordic Museum,Museums,Fremont / Ballard,"Partly cloudy. Low around 60, with temperatures rising to around 62 overnight. East wind around 3 mph."
Sara Kehaulani Goo,8/1/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Partly sunny, with a high near 82. West southwest wind 2 to 6 mph."
Sauvageones,8/1/2025,Slim's Last Chance,Music,South Seattle,"Partly cloudy, with a low around 60. East northeast wind around 3 mph."
System of a Clown,8/1/2025,Funhouse,Music,Capitol Hill / Central District,"Partly cloudy. Low around 60, with temperatures rising to around 62 overnight. East wind around 2 mph."
The Rose,8/1/2025,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,"Partly sunny, with a high near 77. West southwest wind around 6 mph."
Cars and Cigars,8/2/2025,LeMay - America's Car Museum,Museums,South,"Mostly sunny, with a high near 78. Southwest wind 2 to 6 mph."
Dustbowlchampion,8/2/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 79. South southwest wind 2 to 6 mph."
Festál : A Day in Punjab,8/2/2025,Seattle Center Armory,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny, with a high near 79. South southwest wind 2 to 6 mph."
James Austin Johnson,8/2/2025,The Crocodile,Theatre,Downtown,"Areas of smoke between 4pm and 5pm. Mostly sunny, with a high near 80. Southwest wind around 5 mph."
Jordan Davis,8/2/2025,Marymoor Park,Music,Bellevue / Eastside,"Mostly sunny. High near 77, with temperatures falling to around 75 in the afternoon. Southwest wind 2 to 6 mph."
Bridget Everett,8/3/2025,The Moore Theatre,Theatre,Downtown,"Mostly cloudy, with a high near 71. West southwest wind around 6 mph."
Camaira Metz,8/3/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 71."
Desperate Electric,8/3/2025,Hidden Hall,Music,Fremont / Ballard,"Mostly cloudy, with a high near 73."
Hannah Cohen,8/3/2025,The Crocodile,Music,Downtown,"Mostly cloudy, with a high near 75."
Novos Baianos,8/3/2025,The Neptune Theatre,Music,University District,"Mostly cloudy, with a high near 73."
Ron Weinstein Trio,8/3/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly cloudy, with a high near 72. Southwest wind 2 to 6 mph."
Architects,8/4/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 74."
Bonkonomics,8/4/2025,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 74."
Stoneyard,8/5/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers between 11am and 5pm. Mostly cloudy, with a high near 74."
The 350’s,8/5/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers between 11am and 5pm. Mostly cloudy, with a high near 71."
Blowout Heavies Brass Band,8/6/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy, with a high near 72."
Cami Voss and The Acme Roundup,8/6/2025,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 74."
Chris Acker,8/6/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 73."
Aurora Ave.,8/7/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 75."
Celestrial Navigation,8/7/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy, with a high near 75."
Curator Talk: Jamie Wyeth and His Legacy,8/7/2025,Frye Art Museum,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 74."
DAMAG3,8/7/2025,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 75."
East Nash Grass,8/7/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 75."
Esther Lin,8/7/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 72."
Ian Moore Birthday Bash,8/7/2025,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 72."
Little Planet,8/7/2025,Hidden Hall,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 73."
Origami Ghosts,8/7/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 74."
