Name,Date,Location,Type,Region,Weather
4th Annual John Prine Tribute Night,4/9/2025,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 60. West southwest wind around 3 mph."
Donnie Vie,4/9/2025,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 60. West southwest wind around 3 mph."
Hope Tala,4/9/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 59. South southwest wind around 3 mph."
Hot Rod,4/9/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 59. South southwest wind around 3 mph."
Hurricane Dreamz,4/9/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 59. West southwest wind around 5 mph."
Kraftwerk,4/9/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 60. West southwest wind around 3 mph."
Poison The Well,4/9/2025,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 59. West southwest wind around 5 mph."
Steven Page,4/9/2025,The Triple Door,Music,Downtown,"Partly sunny, with a high near 60. Southeast wind 1 to 5 mph."
Tom Bennett and The Rolling Blackouts,4/9/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 60. West southwest wind around 3 mph."
Unlearning with Lindsey T.H. Jackson,4/9/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 59. Southwest wind 1 to 5 mph."
Watkins Glen,4/9/2025,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 59. West southwest wind around 5 mph."
Whitechapel,4/9/2025,The Showbox,Music,Downtown,"Partly sunny, with a high near 60. West southwest wind 1 to 5 mph."
WILLIS,4/9/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 59. West southwest wind around 5 mph."
Alyssa Edwards,4/10/2025,The Moore Theatre,Theatre,Downtown,"Rain after 11am. Mostly cloudy. High near 63, with temperatures falling to around 55 in the afternoon. South southwest wind 2 to 13 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
