Name,Date,Location,Type,Region,Weather
Arc De Soleil – Hypno Sun Tour,11/23/2024,The Crocodile,Music,Downtown,"A slight chance of rain. Mostly cloudy. Low around 45, with temperatures rising to around 47 overnight. South wind around 10 mph. Chance of precipitation is 20%."
Artist Talk: 50 Years: The Art of Nancy Mee and Dennis Evans,11/23/2024,Bainbridge Island Museum of Art,Museums,West,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 12 mph. Chance of precipitation is 20%."
Balkan Bump,11/23/2024,The Crocodile,Music,Downtown,"A slight chance of rain. Mostly cloudy. Low around 43, with temperatures rising to around 45 overnight. South wind around 13 mph. Chance of precipitation is 20%."
Joyla Red,11/23/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 9 mph. Chance of precipitation is 20%."
Kasablanca,11/23/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain. Mostly cloudy. Low around 45, with temperatures rising to around 47 overnight. South wind around 10 mph. Chance of precipitation is 20%."
KO Ensemble,11/23/2024,Seattle Art Museum,Music,Downtown,"A slight chance of rain. Mostly cloudy. Low around 45, with temperatures rising to around 47 overnight. South wind around 10 mph. Chance of precipitation is 20%."
La Femme,11/23/2024,The Showbox,Music,Downtown,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 9 mph. Chance of precipitation is 20%."
Rainbow Kitten Surprise: Love Hate Music Box Tour,11/23/2024,WaMu Theater,Music,Pioneer Square,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 10 mph. Chance of precipitation is 20%."
Richy Mitch and The Coal Miners,11/23/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy. Low around 43, with temperatures rising to around 45 overnight. South wind around 13 mph. Chance of precipitation is 20%."
The Pharcyde,11/23/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 12 mph. Chance of precipitation is 20%."
Aerosmith: Peace Out,11/24/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain likely. Cloudy, with a high near 47. Southeast wind around 8 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
Escape,11/24/2024,Town Hall Seattle,Music,Downtown,"Rain likely. Cloudy, with a high near 48. Southeast wind around 8 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
