Name,Date,Location,Type,Region,Weather
Animals As Leaders,10/31/2024,The Showbox,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 52. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Cumbia de Muertos 3,10/31/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 51. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Cumbia de Muertos 3,10/31/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 51. South wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Giggly Squad,10/31/2024,The Paramount Theatre,Theatre,Downtown,"Rain showers likely. Mostly cloudy, with a high near 52. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
La Dona,10/31/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 50. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Polyrhythmics,10/31/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 53. South southeast wind around 5 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Slacker University,10/31/2024,The Neptune Theatre,Festivals & Special Events,University District,"Rain showers likely. Mostly cloudy, with a high near 51. South southeast wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Trunk or Treat,10/31/2024,LeMay - America's Car Museum,Museums,South,"Rain showers likely. Mostly cloudy, with a high near 52. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Vundabar,10/31/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 52. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Vundabar,10/31/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 52. South southeast wind around 6 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
2hollis,11/1/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
After Party: Shelby Earl and The Passenger String Quartet,11/1/2024,Bainbridge Island Museum of Art,Music,West,"Rain showers. Cloudy, with a high near 52. East southeast wind 1 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Ana Gabriel – Un Deseo Mas Tour,11/1/2024,WaMu Theater,Music,Pioneer Square,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Brett Goldstein,11/1/2024,The Paramount Theatre,Theatre,Downtown,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Carol Ades,11/1/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Eddie Ahn with Daniel Tam-Claiborne,11/1/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Leonid and Friends,11/1/2024,The Moore Theatre,Music,Downtown,"Rain showers. Cloudy, with a high near 51. Southeast wind 2 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Sheila E. Band,11/1/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain showers. Cloudy, with a high near 52. Southeast wind 2 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Tanukichan,11/1/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers. Cloudy, with a high near 51. East southeast wind 2 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
The Builders and the Butchers 20th Anniversary Show,11/1/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers. Cloudy. High near 53, with temperatures falling to around 51 in the afternoon. Southeast wind 1 to 7 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
The Tripwires,11/1/2024,Slim's Last Chance,Music,South Seattle,"Rain showers. Cloudy, with a high near 52. East southeast wind 2 to 8 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Babylon,11/2/2024,The Crocodile,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 53. South southwest wind 5 to 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Correo Aereo,11/2/2024,Bainbridge Island Museum of Art,Music,West,"Rain showers. Mostly cloudy, with a high near 51. South southwest wind around 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Den Tapes – Halloween Bash,11/2/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 53. South southwest wind 5 to 8 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Dia de Los Muertos Community Celebrations,11/2/2024,Bainbridge Island Museum of Art,Museums,West,"Rain showers. Mostly cloudy, with a high near 53. South southwest wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Festal: Diwali – Lights of India,11/2/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Rain showers. Mostly cloudy, with a high near 53. South southwest wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Great Grandpa,11/2/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 53. South southwest wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
