Name,Date,Location,Type,Region,Weather
Amazon Seafair Summer Fourth,7/4/2024,Gas Works Park,Festivals & Special Events,Wallingford / Greenlake,"Sunny, with a high near 78. North wind 3 to 10 mph."
Blowout Heavies Brass Brand,7/4/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 78. North wind 3 to 10 mph."
Marmalade,7/4/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 80. North wind 3 to 9 mph."
Noah Pettibon,7/4/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 76. North wind 3 to 10 mph."
Spotlight Series: Caribbean Seafest,7/4/2024,Pier 62,Festivals & Special Events,Downtown,"Sunny, with a high near 78. North wind 3 to 10 mph."
Water Babies,7/4/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 76. North wind 3 to 10 mph."
After Party: Alec Shaw,7/5/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 84. North wind 3 to 10 mph."
BossMan Dlow,7/5/2024,Showbox SoDo,Music,Pioneer Square,"Sunny. High near 82, with temperatures falling to around 80 in the afternoon. North wind 5 to 10 mph."
DJ Lex,7/5/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 84. North wind 3 to 10 mph."
Dr. Satinder Sartaaj,7/5/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,"Sunny. High near 82, with temperatures falling to around 80 in the afternoon. North wind 5 to 10 mph."
Frikitona,7/5/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 85. North wind 2 to 9 mph."
Jazz is Dead: CORTEX,7/5/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 86. North wind 3 to 9 mph."
Joe Casalini Trio – July,7/5/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82. North wind 3 to 10 mph."
Kitten Around,7/5/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 85. North northeast wind 3 to 10 mph."
Long Read,7/5/2024,Barboza,Music,Capitol Hill / Central District,"Sunny. High near 84, with temperatures falling to around 82 in the afternoon. North wind 3 to 10 mph."
Scott Yoder,7/5/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 84. North wind 3 to 10 mph."
Seattle Storm vs. Chicago Sky,7/5/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 84. North wind 2 to 10 mph."
