Name,Date,Location,Type,Region,Weather
Avi Kaplan,5/28/2024,The Crocodile,Music,Downtown,"Rain. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South wind 3 to 8 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Big Tooth,5/28/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Holly Humberstone,5/28/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy. High near 59, with temperatures falling to around 57 in the afternoon. South southwest wind 3 to 9 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Nora Kenworthy,5/28/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy. High near 58, with temperatures falling to around 56 in the afternoon. South southeast wind 1 to 10 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Vanished,5/28/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 57. South wind 5 to 10 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Beverly Crusher,5/29/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers before 11am, then showers and thunderstorms. Mostly cloudy, with a high near 60. South southwest wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Cloud Nothings,5/29/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers before 11am, then showers and thunderstorms. Mostly cloudy, with a high near 59. South southwest wind around 7 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Hanabie,5/29/2024,The Crocodile,Music,Downtown,"Rain showers likely before 11am, then showers and thunderstorms likely. Mostly cloudy, with a high near 58. South southwest wind around 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Nerd Tour 2024 – Seattle,5/29/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Rain showers likely before 11am, then showers and thunderstorms likely. Mostly cloudy, with a high near 59. Southwest wind around 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Seattle Sounders FC vs. Real Salt Lake,5/29/2024,Lumen Field,Sports,Pioneer Square,"Rain showers likely before 11am, then showers and thunderstorms likely. Mostly cloudy, with a high near 59. Southwest wind around 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Bloodbath,5/30/2024,El Corazon,Music,Downtown,"Partly sunny, with a high near 62. West wind 2 to 6 mph."
Caifanes and Cafe Tacvba,5/30/2024,WaMu Theater,Music,Pioneer Square,"Partly sunny, with a high near 63. Southwest wind 2 to 6 mph."
Great Women of Folk and Country,5/30/2024,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 62. South southeast wind 2 to 6 mph."
Greyhounds,5/30/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 61. South southeast wind 2 to 6 mph."
Johnny and the Moles,5/30/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 62. South wind around 6 mph."
La Luz,5/30/2024,The Crocodile,Music,Downtown,"Partly sunny, with a high near 61. South southeast wind 2 to 6 mph."
