Name,Date,Location,Type,Region,Weather
An Evening with Lucia Micarelli :A Valentine’s Celebration,2/14/2024,Dimitriou's Jazz Alley,Music,Downtown,"Mostly cloudy. Low around 35, with temperatures rising to around 37 overnight. North northeast wind around 2 mph. New rainfall amounts less than a tenth of an inch possible."
Juanes,2/14/2024,The Moore Theatre,Music,Downtown,"Mostly cloudy. Low around 35, with temperatures rising to around 37 overnight. North northeast wind around 1 mph. New rainfall amounts less than a tenth of an inch possible."
Black Dogs,2/15/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely. Mostly cloudy, with a high near 45. North northeast wind 2 to 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Black History Month Keynote with Dr. Doretha Williams,2/15/2024,Northwest African American Museum,Museums,Capitol Hill / Central District,"Rain likely. Cloudy, with a high near 46. North wind 2 to 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Hear Me Talkin’ to You: Womxn and Blues,2/15/2024,The Royal Room,Music,South Seattle,"Rain likely. Mostly cloudy, with a high near 45. North northeast wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Maddie Zahm,2/15/2024,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 44. North northeast wind 2 to 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
My Dinner with SAM: Aaron Verzosa,2/15/2024,Seattle Asian Art Museum,Museums,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 45. North northeast wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Olympia Music History Project,2/15/2024,Washington State History Museum,Museums,South,"Rain likely. Mostly cloudy, with a high near 44. North northeast wind 2 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Radiolab,2/15/2024,Town Hall Seattle,Theatre,Downtown,"Rain likely. Mostly cloudy, with a high near 44. North northeast wind 2 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Silversun Pickups,2/15/2024,The Moore Theatre,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 44. North wind 2 to 8 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
The Brodies,2/15/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a high near 44. North northeast wind 2 to 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Cory Wong Winter 2024 Tour,2/16/2024,The Paramount Theatre,Music,Downtown,"A slight chance of rain after 4pm. Mostly sunny, with a high near 49. Chance of precipitation is 20%."
Left on Tenth,2/16/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain after 4pm. Mostly sunny, with a high near 49. Chance of precipitation is 20%."
Marlon Wayans,2/16/2024,The Moore Theatre,Theatre,Downtown,"A slight chance of rain after 4pm. Mostly sunny, with a high near 50. Chance of precipitation is 20%."
Riley Mulherkar: Album Release Show,2/16/2024,The Royal Room,Music,South Seattle,"A slight chance of rain after 4pm. Mostly sunny, with a high near 49. Chance of precipitation is 20%."
Yeah!,2/16/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain after 4pm. Mostly sunny, with a high near 50. Chance of precipitation is 20%."
Big Business,2/17/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 51."
Carl Christensen and The Lake Flora Band,2/17/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 51."
David Wax Museum,2/17/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 51."
Jon Batiste,2/17/2024,The Paramount Theatre,Music,Downtown,"A chance of rain. Partly sunny, with a high near 51."
lespecial,2/17/2024,High Dive,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 51."
Saturday Family Concert: Lady A,2/17/2024,Town Hall Seattle,Music,Downtown,"A chance of rain. Partly sunny, with a high near 51."
TobyMac Hits Deep 2024,2/17/2024,accesso ShoWare Center,Music,South,"A chance of rain. Mostly cloudy, with a high near 52."
Victor Andy Castillo,2/17/2024,The Royal Room,Music,South Seattle,"A chance of rain. Partly sunny, with a high near 51."
Aqua Fools’ Day,2/18/2024,High Dive,Music,Fremont / Ballard,"Rain likely before 4pm. Mostly cloudy, with a high near 49."
Dr. Joy Buolamwini,2/18/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely before 4pm. Mostly cloudy, with a high near 49."
La Nef: Red Sky at Night,2/18/2024,Town Hall Seattle,Music,Downtown,"Rain likely before 4pm. Mostly cloudy, with a high near 50."
Love Beyond Border,2/18/2024,Benaroya Hall,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 50."
"Meet the Author: Maggie Taft, The Chieftain and the Chair",2/18/2024,National Nordic Museum,Museums,Fremont / Ballard,"A chance of rain before 4pm. Mostly cloudy, with a high near 50."
Skyler Floe Sextet,2/18/2024,The Royal Room,Music,South Seattle,"A chance of rain before 4pm. Mostly cloudy, with a high near 50."
Steamboat – Nokosee Fields Trio,2/18/2024,The Royal Room,Music,South Seattle,"Rain likely before 4pm. Mostly cloudy, with a high near 49."
Community is a Radical Act of Love,2/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain after 10am. Partly sunny, with a high near 53."
Seattle Kraken vs. Detroit Red Wings,2/19/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain after 10am. Partly sunny, with a high near 53."
The Thrifted,2/19/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain after 10am. Partly sunny, with a high near 53."
