Name,Date,Location,Type,Region,Weather
An Evening with The Kings,8/27/2025,The Royal Room,Music,South Seattle,"A slight chance of rain after 5pm. Mostly cloudy. High near 82, with temperatures falling to around 79 in the afternoon. South wind 2 to 6 mph. Chance of precipitation is 20%."
Comfort Food,8/27/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain after 5pm. Mostly cloudy. High near 79, with temperatures falling to around 77 in the afternoon. South wind 2 to 7 mph. Chance of precipitation is 20%."
Dejalo,8/27/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a low around 64. West southwest wind around 2 mph."
Ken Carson: The Lord Of Chaos Tour,8/27/2025,WaMu Theater,Music,Pioneer Square,"A slight chance of rain after 5pm. Mostly cloudy. High near 79, with temperatures falling to around 77 in the afternoon. South wind 2 to 6 mph. Chance of precipitation is 20%."
King Stingray,8/27/2025,Nectar Lounge,Music,Fremont / Ballard,"Mostly cloudy, with a low around 64. West wind around 2 mph."
Ray Baron,8/27/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain after 5pm. Mostly cloudy. High near 81, with temperatures falling to around 79 in the afternoon. South wind 2 to 6 mph. Chance of precipitation is 20%."
Salinas Road,8/27/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain after 5pm. Mostly cloudy. High near 82, with temperatures falling to around 79 in the afternoon. South wind 2 to 6 mph. Chance of precipitation is 20%."
Suffering YuckHeads,8/27/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain after 5pm. Mostly cloudy. High near 82, with temperatures falling to around 79 in the afternoon. South wind 2 to 6 mph. Chance of precipitation is 20%."
bloococoon,8/28/2025,The Triple Door,Music,Downtown,"Mostly sunny. High near 84, with temperatures falling to around 82 in the afternoon. West northwest wind around 5 mph. New rainfall amounts less than a tenth of an inch possible."
Dylan Hayes Band,8/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 81, with temperatures falling to around 79 in the afternoon. Northwest wind 2 to 6 mph. New rainfall amounts less than a tenth of an inch possible."
