Name,Date,Location,Type,Region,Weather
Bigtooth,10/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Cloudy, with a high near 55. East southeast wind 2 to 7 mph. Chance of precipitation is 50%. New rainfall amounts between a tenth and quarter of an inch possible."
CASI,10/28/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Cloudy, with a high near 55. Southeast wind 2 to 6 mph. Chance of precipitation is 50%. New rainfall amounts between a tenth and quarter of an inch possible."
Destin Conrad,10/28/2025,The Neptune Theatre,Music,University District,"A chance of rain. Cloudy, with a high near 53. Southeast wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts between a tenth and quarter of an inch possible."
Don Piano,10/28/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Cloudy, with a high near 54. East southeast wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts between a tenth and quarter of an inch possible."
EDEN,10/28/2025,The Showbox,Music,Downtown,"A slight chance of rain. Mostly cloudy, with a low around 41. North northeast wind around 2 mph. Chance of precipitation is 20%."
G FLIP,10/28/2025,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Cloudy, with a high near 54. Southeast wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts between a tenth and quarter of an inch possible."
Seattle Kraken vs. Montreal Canadiens,10/28/2025,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain after 5am. Mostly cloudy, with a low around 41. Northeast wind around 3 mph. Chance of precipitation is 20%."
South Arcade,10/28/2025,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy, with a low around 40. North northeast wind around 3 mph. Chance of precipitation is 20%."
Tee Grizzley – Forever My Moment Tour,10/28/2025,El Corazon,Music,Downtown,"A chance of rain. Cloudy, with a high near 54. East southeast wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts between a tenth and quarter of an inch possible."
The Rocky Horror Picture Show – 50th Anniversary,10/28/2025,The Paramount Theatre,Film & Media Arts,Downtown,"A slight chance of rain after 5am. Mostly cloudy, with a low around 41. Northeast wind around 3 mph. Chance of precipitation is 20%."
Therese Huston with Katy Sewall,10/28/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Cloudy, with a high near 54. Southeast wind around 6 mph. Chance of precipitation is 50%. New rainfall amounts between a tenth and quarter of an inch possible."
Adam Sandler,10/29/2025,Climate Pledge Arena,Theatre,Queen Anne / Seattle Center,"Rain showers likely before 5pm. Partly sunny. High near 58, with temperatures falling to around 56 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Blackstock,10/29/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain showers likely before 5pm. Partly sunny, with a high near 57. South wind 3 to 8 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Boltcutter,10/29/2025,El Corazon,Music,Downtown,"Rain showers likely before 5pm. Partly sunny, with a high near 58. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
D Smoke,10/29/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Partly sunny, with a high near 58. South wind 3 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Durand Jones and The Indications,10/29/2025,Showbox SoDo,Music,Pioneer Square,"Rain showers likely before 5pm. Partly sunny, with a high near 58. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Frost Children,10/29/2025,Barboza,Music,Capitol Hill / Central District,"Rain showers likely before 5pm. Partly sunny. High near 58, with temperatures falling to around 56 in the afternoon. South wind 3 to 9 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
