Name,Date,Location,Type,Region,Weather
Catch Your Breath – The Broken Souls Tour,2/6/2025,The Crocodile,Music,Downtown,"A chance of snow showers. Mostly cloudy. Low around 33, with temperatures rising to around 36 overnight. South southwest wind around 3 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
City of Pines,2/6/2025,High Dive,Music,Fremont / Ballard,"A chance of snow showers. Mostly cloudy. Low around 32, with temperatures rising to around 34 overnight. South wind around 2 mph. Chance of precipitation is 40%. New snow accumulation of less than half an inch possible."
Dean Friedman,2/6/2025,The Royal Room,Music,South Seattle,"A chance of rain and snow showers. Mostly cloudy, with a low around 34. Southwest wind around 3 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Dream Circuit,2/6/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain and snow showers. Mostly cloudy. Low around 33, with temperatures rising to around 35 overnight. Southwest wind around 2 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Lightnin’ Luke,2/6/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain and snow showers. Mostly cloudy. Low around 35, with temperatures rising to around 37 overnight. South southwest wind around 2 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
After Party: Campana,2/7/2025,Bainbridge Island Museum of Art,Music,West,"Mostly sunny, with a high near 38. Wind chill values as low as 22. North northwest wind around 6 mph."
Aquarius Birthday Show,2/7/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 39. Wind chill values as low as 24. Northwest wind around 5 mph."
David Gray – Past and Present Tour,2/7/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 39. Wind chill values as low as 22. North northeast wind around 3 mph."
Joe Casalini Trio,2/7/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 39. North northwest wind around 3 mph."
Ms. Pat: The Hot and Flashy Tour,2/7/2025,The Neptune Theatre,Theatre,University District,"Mostly sunny, with a high near 39. Wind chill values as low as 24. North northwest wind around 5 mph."
The Mother Hips,2/7/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 38. Wind chill values as low as 23. West northwest wind around 3 mph."
Youth Fountain,2/7/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 39. Wind chill values as low as 24. Northwest wind around 5 mph."
An Evening with Shafty,2/8/2025,High Dive,Music,Fremont / Ballard,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Artist Talk: Wait… What are you?,2/8/2025,Bainbridge Island Museum of Art,Museums,West,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Awesome,2/8/2025,Town Hall Seattle,Music,Downtown,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Brilliantz – Stevie Wonder Tribute,2/8/2025,The Royal Room,Music,South Seattle,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
CenterPiece Jazz Band,2/8/2025,The Royal Room,Music,South Seattle,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Chaser,2/8/2025,Funhouse,Music,Capitol Hill / Central District,"Snow showers likely before 1pm, then rain and snow showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Flightless Bird Live,2/8/2025,The Neptune Theatre,Theatre,University District,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Taylor Swift Night,2/8/2025,Tractor Tavern,Music,Fremont / Ballard,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
The Soul of Seattle,2/8/2025,Block 41,Festivals & Special Events,Downtown,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Tom Papa: Grateful Bread Tour,2/8/2025,The Moore Theatre,Theatre,Downtown,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Wunderhorse,2/8/2025,The Crocodile,Music,Downtown,"Snow showers likely before 1pm, then rain showers likely. Mostly cloudy, with a high near 40. Chance of precipitation is 60%. New snow accumulation of less than half an inch possible."
Bien,2/9/2025,Neumos,Music,Capitol Hill / Central District,"A chance of snow showers. Partly sunny, with a high near 41."
Celebrating Black Voices Film Fest,2/9/2025,Bainbridge Island Museum of Art,Museums,West,"A chance of snow showers. Partly sunny, with a high near 40."
Luca Ciarla Mediterramìa,2/9/2025,The Royal Room,Music,South Seattle,"A chance of snow showers. Partly sunny, with a high near 41."
Samay Raina,2/9/2025,The Moore Theatre,Theatre,Downtown,"A chance of snow showers. Partly sunny, with a high near 40."
Dose,2/10/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of snow showers before 4pm. Partly sunny, with a high near 37."
Mermaid and Brittany Campbell,2/10/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of snow showers before 4pm. Partly sunny, with a high near 38."
Cheryl Wheeler,2/11/2025,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Mostly sunny, with a high near 37."
Chest Fever,2/11/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 37."
Kat Edmonson,2/11/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 37."
Andrew Marlin Stringband,2/12/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of snow showers after 10am. Mostly sunny, with a high near 36."
Audrey Tang,2/12/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of snow showers after 10am. Mostly sunny, with a high near 36."
Unlearning with Lindsey T.H. Jackson,2/12/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of snow showers after 10am. Mostly sunny, with a high near 37."
