Name,Date,Location,Type,Region,Weather
Jon Anderson and The Band Geeks,4/14/2025,The Moore Theatre,Music,Downtown,"Mostly sunny. High near 68, with temperatures falling to around 65 in the afternoon. North wind 5 to 9 mph."
Laura Jean McKay with Amy Hirayama,4/14/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny. High near 68, with temperatures falling to around 65 in the afternoon. North wind 5 to 9 mph."
Cecile Wajsbrot,4/15/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 64. North wind 5 to 8 mph."
Darrius Willrich Trio,4/15/2025,The Triple Door,Music,Downtown,"Mostly sunny. High near 64, with temperatures falling to around 62 in the afternoon. North wind 2 to 7 mph."
Foleada,4/15/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 65, with temperatures falling to around 63 in the afternoon. North wind 3 to 8 mph."
High Vis,4/15/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 65. North wind 5 to 8 mph."
MEUTE,4/15/2025,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 64. North wind 3 to 8 mph."
Powerman 5000,4/15/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 64. North wind 3 to 8 mph."
Racoma,4/15/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny. High near 65, with temperatures falling to around 63 in the afternoon. North wind 3 to 8 mph."
The Lords of Altamont,4/15/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 65. North wind 2 to 7 mph."
Cascadia Big Band,4/16/2025,The Royal Room,Music,South Seattle,"Sunny, with a high near 60. North wind 2 to 8 mph."
Dub Lounge International,4/16/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 60. North wind 2 to 9 mph."
Just Odd,4/16/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 60. North wind 2 to 9 mph."
Nghi Vo,4/16/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 60. North wind 2 to 10 mph."
