Name,Date,Location,Type,Region,Weather
Alejandro Escovedo,10/9/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a low around 51. Northeast wind around 2 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
Dr. Uche Blackstock,10/9/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a low around 51. Northeast wind around 2 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
JUL!ET,10/9/2025,Barboza,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a low around 51. Northeast wind around 2 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
Kurtis Conner: The Goodfellow World Tour,10/9/2025,The Moore Theatre,Theatre,Downtown,"Rain. Mostly cloudy, with a high near 59. North northeast wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Magoo,10/9/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain likely. Mostly cloudy, with a low around 51. Northeast wind around 2 mph. Chance of precipitation is 60%. New rainfall amounts between a tenth and quarter of an inch possible."
2025 Talk of the Town,10/10/2025,"Seattle, WA",Festivals & Special Events,Downtown,"Rain. Cloudy, with a high near 60. South wind 3 to 7 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
An Evening with Pete Droge,10/10/2025,The Triple Door,Music,Downtown,"Rain. Cloudy, with a high near 62. South wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Ashley Gavin,10/10/2025,The Neptune Theatre,Theatre,University District,"Rain. Cloudy, with a high near 61. South wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Caroline Kingsbury and Maris,10/10/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 59. South wind around 7 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Dead Bars,10/10/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy. High near 62, with temperatures falling to around 60 in the afternoon. South wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Gallowglass,10/10/2025,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 61. South wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
