Name,Date,Location,Type,Region,Weather
Ana Tijoux,5/1/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 73. North northwest wind 2 to 7 mph."
Bazaar,5/1/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 72. North northwest wind 3 to 7 mph."
Beth Nielsen Chapman,5/1/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 73. North northwest wind 2 to 7 mph."
Brivele,5/1/2025,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 72. North northwest wind 3 to 7 mph."
Celestial Navigation,5/1/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 69. North wind 6 to 9 mph."
Circuit Des Yeux,5/1/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 73. North northwest wind 3 to 7 mph."
Forrest Frank,5/1/2025,WaMu Theater,Music,Pioneer Square,"Sunny, with a high near 73. North northwest wind 2 to 7 mph."
John Jennings,5/1/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 71. North northwest wind 3 to 7 mph."
KingDow,5/1/2025,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 72. North northwest wind 3 to 7 mph."
Marmalade,5/1/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 74. North northwest wind around 5 mph."
May Day –  Songs of Resistance,5/1/2025,The Royal Room,Music,South Seattle,"Sunny, with a high near 72. North northwest wind 3 to 7 mph."
Raveena,5/1/2025,The Showbox,Music,Downtown,"Sunny, with a high near 72. North northwest wind 3 to 8 mph."
Ruger – Blown boy Ru Tour,5/1/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 73. North northwest wind 2 to 7 mph."
Squid,5/1/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 73. North northwest wind around 5 mph."
Babes In Canyon,5/2/2025,High Dive,Music,Fremont / Ballard,"A chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 68 in the afternoon. South southwest wind 6 to 14 mph. Chance of precipitation is 40%."
Basia Bulat,5/2/2025,The Triple Door,Music,Downtown,"A chance of rain showers after 5pm. Sunny. High near 72, with temperatures falling to around 70 in the afternoon. South southwest wind 6 to 13 mph. Chance of precipitation is 40%."
Cami Voss and the Acme Roundup,5/2/2025,The Royal Room,Music,South Seattle,"A chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 68 in the afternoon. South southwest wind 6 to 14 mph. Chance of precipitation is 40%."
Comedy Night with Ray Navarrete,5/2/2025,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 6 to 14 mph. Chance of precipitation is 40%."
Denzel Curry,5/2/2025,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 5 to 14 mph. Chance of precipitation is 40%."
Michael Luo,5/2/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 68 in the afternoon. South southwest wind 6 to 14 mph. Chance of precipitation is 40%."
Niko Moon,5/2/2025,The Showbox,Music,Downtown,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 5 to 14 mph. Chance of precipitation is 40%."
Ollie,5/2/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers after 5pm. Sunny. High near 70, with temperatures falling to around 67 in the afternoon. South southwest wind 7 to 15 mph. Chance of precipitation is 40%."
OTT.,5/2/2025,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 6 to 15 mph. Chance of precipitation is 40%."
The Ocean Blue,5/2/2025,The Crocodile,Music,Downtown,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 5 to 14 mph. Chance of precipitation is 40%."
Tommy Corey,5/2/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers after 5pm. Sunny. High near 69, with temperatures falling to around 66 in the afternoon. South southwest wind 9 to 15 mph. Chance of precipitation is 40%."
Tony Fulgham,5/2/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers after 5pm. Sunny. High near 71, with temperatures falling to around 69 in the afternoon. South southwest wind 5 to 14 mph. Chance of precipitation is 40%."
Chloe Moriondo,5/3/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 57. North northwest wind 3 to 10 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Festal: Asian American Native Hawaiian Pacific Islander Heritage Month Celebration,5/3/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 58. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Jason Cheny,5/3/2025,The Neptune Theatre,Theatre,University District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 55. North northwest wind 3 to 14 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Kinski,5/3/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 55. North northwest wind 3 to 12 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Louie TheSinger,5/3/2025,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 56. North northwest wind 5 to 10 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
NAO,5/3/2025,The Showbox,Music,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 58. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Opening Day of Boating Season,5/3/2025,Seattle Yacht Club,Festivals & Special Events,University District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 56. North northwest wind 5 to 10 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Pacific Horizons: A Community Luau,5/3/2025,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 57. North northwest wind 3 to 10 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
San Fermin,5/3/2025,The Crocodile,Music,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 57. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Saturday Family Concert: The Toucans,5/3/2025,Town Hall Seattle,Music,Downtown,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 55. North northwest wind 3 to 12 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
The Lovecats,5/3/2025,High Dive,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 58. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Third Coast Percussion and Jessie Montgomery,5/3/2025,Meany Center for the Performing Arts,Music,University District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 57. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Uwade,5/3/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly cloudy, with a high near 58. North northwest wind 5 to 9 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Amble,5/4/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 62."
Cinematic Adventures,5/4/2025,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 62."
Deerhoof,5/4/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 63."
Dylan Hughes YIN Band and Mach X,5/4/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 61."
Lancaster,5/4/2025,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 62."
Led Kaapana and Mike Kaawa,5/4/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 62."
Randy Weeks,5/4/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 62."
Tom Green,5/4/2025,The Neptune Theatre,Theatre,University District,"Mostly sunny, with a high near 62."
Ural Thomas and The Pain,5/4/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 60."
Awolnation,5/5/2025,The Showbox,Music,Downtown,"Sunny, with a high near 67."
Bab L’ Bluz,5/5/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 66."
BabyJake,5/5/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 69."
L.S. Dunes,5/5/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 69."
Teenage Dads,5/5/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 69."
Calum Graham,5/6/2025,Town Hall Seattle,Music,Downtown,"Mostly sunny, with a high near 70."
Chase Shakur,5/6/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 70."
Christine Wenc,5/6/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 71."
Ebo Taylor and Pat Thomas,5/6/2025,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 68."
Ian George,5/6/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 69."
Jim Messina,5/6/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 70."
Karen Polinsky and Ian Mackay,5/6/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 69."
Sam Morril: The Errors Tour,5/6/2025,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 70."
The 350’s,5/6/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 69."
Tribulation,5/6/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 70."
VENJENT,5/6/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 70."
Blowout Heavies Brass Band Jam,5/7/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 72."
Grails,5/7/2025,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 70."
Kendall Lujan,5/7/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 72."
Mai Der Vang,5/7/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 71."
Marc Scibilia,5/7/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 73."
Opera On Tap,5/7/2025,The Royal Room,Music,South Seattle,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 72."
The Moss,5/7/2025,The Neptune Theatre,Music,University District,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 72."
