Name,Date,Location,Type,Region,Weather
Annie Eastwood,4/28/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers between 8am and 11am, then showers and thunderstorms. Mostly cloudy. High near 56, with temperatures falling to around 54 in the afternoon. South southwest wind 9 to 14 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Anto Ferrante,4/28/2024,The Royal Room,Music,South Seattle,"A chance of rain showers between 7am and 11am, then showers and thunderstorms. Mostly cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 13 to 16 mph, with gusts as high as 23 mph. Chance of precipitation is 90%. New rainfall amounts less than a tenth of an inch possible."
Brenna Bruce,4/28/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers between 7am and 11am, then showers and thunderstorms. Mostly cloudy. High near 55, with temperatures falling to around 53 in the afternoon. Southwest wind 10 to 16 mph, with gusts as high as 23 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Sabrina Sholts,4/28/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers between 7am and 11am, then showers and thunderstorms. Mostly cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 12 to 17 mph, with gusts as high as 23 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Sanguisugabogg,4/28/2024,El Corazon,Music,Downtown,"A chance of rain showers between 7am and 11am, then showers and thunderstorms. Mostly cloudy. High near 55, with temperatures falling to around 53 in the afternoon. South southwest wind 12 to 17 mph, with gusts as high as 24 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Boeckner,4/29/2024,The Crocodile,Music,Downtown,"Rain showers likely before 8am, then showers and thunderstorms. Cloudy. High near 53, with temperatures falling to around 51 in the afternoon. South southwest wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Charles Moothart,4/29/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely before 8am, then showers and thunderstorms. Cloudy. High near 54, with temperatures falling to around 52 in the afternoon. Southwest wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Candlelight Concert,4/30/2024,Town Hall Seattle,Music,Downtown,"Rain showers likely before 5pm. Partly sunny, with a high near 55. Southwest wind around 7 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Coco,4/30/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 5pm. Partly sunny, with a high near 55. Southwest wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Mahzarin Banaji,4/30/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 55. Southwest wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Mannequin Pussy,4/30/2024,The Crocodile,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 55. Southwest wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Sweet Pill,4/30/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Partly sunny, with a high near 55. Southwest wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Wind Rose,4/30/2024,El Corazon,Music,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 56. Southwest wind around 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Alexandria Bellefleur,5/1/2024,The Royal Room,Readings & Lectures,South Seattle,"Partly sunny, with a high near 60."
Jack and Jack,5/1/2024,The Crocodile,Music,Downtown,"Partly sunny, with a high near 61."
Lawrence Rothman,5/1/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 60."
Margaret Cho,5/1/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 60."
Sarah and the Safe Word,5/1/2024,Funhouse,Music,Capitol Hill / Central District,"Partly sunny, with a high near 60."
Armchair Boogie,5/2/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 59."
David Morris,5/2/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 59."
Identity Unboxed,5/2/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Partly sunny, with a high near 58."
My Dinner with SAM,5/2/2024,Olympic Sculpture Park,Museums,Downtown,"A chance of rain showers. Partly sunny, with a high near 59."
Pierre Kwenders,5/2/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Partly sunny, with a high near 59."
Augustana – Something Beautiful Tour,5/3/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 64."
Better Lovers,5/3/2024,El Corazon,Music,Downtown,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 64."
CD Ghost,5/3/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 65."
David Ward,5/3/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 63."
Glen Phillips of Toad the Wet Sprocket,5/3/2024,The Triple Door,Music,Downtown,"A slight chance of rain showers after 11am. Mostly sunny, with a high near 64."
Kassi Valazza,5/3/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 66."
Live Music Happy Hour: Joe Casalini Trio,5/3/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 65."
Seattle Reign FC vs. San Diego Wave FC,5/3/2024,Lumen Field,Sports,Pioneer Square,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 66."
SticklerPhonics Album Release,5/3/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 64."
Tio Nacho’s House,5/3/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain showers after 5pm. Mostly sunny, with a high near 63."
AJ Lee and Blue Summit,5/4/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 64."
Broadway Spectacular,5/4/2024,Cornish Playhouse at Seattle Center,Music,Queen Anne / Seattle Center,"A chance of rain showers. Mostly cloudy, with a high near 66."
Electric Circus,5/4/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 65."
Elliot Moss,5/4/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 64."
Festal: Asian Pacific Islander Heritage Month Celebration,5/4/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"A chance of rain showers. Mostly cloudy, with a high near 65."
Global Rhythms: The Campbell Brothers,5/4/2024,Town Hall Seattle,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 65."
Jessica Jackson Hutchins and Amanda Donnan in Conversation,5/4/2024,Frye Art Museum,Museums,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 66."
Opening Day of Boating Season,5/4/2024,Seattle Yacht Club,Festivals & Special Events,University District,"A chance of rain showers. Mostly cloudy, with a high near 64."
Seattle Cabaret Festiva: Arnaldo!,5/4/2024,The Triple Door,Theatre,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 65."
Soft Blue Shimmer,5/4/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 64."
Steve Mason,5/4/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 64."
Youth Fountain,5/4/2024,El Corazon,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 65."
