Name,Date,Location,Type,Region,Weather
A Conversation with Isabel Wilkerson,9/12/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 67. South southwest wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Bodysync,9/12/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 69. East southeast wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Cloud Cult,9/12/2024,The Neptune Theatre,Music,University District,"A chance of rain showers. Mostly cloudy, with a high near 67. Southwest wind 0 to 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Cuco,9/12/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers. Mostly cloudy, with a high near 68. South southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Funky Titanics,9/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy, with a high near 66. South southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Inayah,9/12/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 67. South southwest wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
John Moreland,9/12/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 68. South southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Manazma Sheen,9/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy, with a high near 66. Southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Paris Chansons,9/12/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 68. South southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Rio Devore,9/12/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 67. South southwest wind around 3 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Rob Larson,9/12/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 68. Southwest wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Zheani with Buttress,9/12/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 69. East southeast wind 1 to 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Brooks Nielsen,9/13/2024,The Neptune Theatre,Music,University District,"A chance of rain showers after 5pm. Mostly cloudy. High near 65, with temperatures falling to around 63 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
