Name,Date,Location,Type,Region,Weather
Alessandra Rose,7/20/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny. High near 88, with temperatures falling to around 83 in the afternoon. North wind 5 to 9 mph."
Art Of Attrition,7/20/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny. High near 83, with temperatures falling to around 80 in the afternoon. North wind 5 to 10 mph."
Artist Talk: Charles Emerson – Color & Abstraction,7/20/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny. High near 87, with temperatures falling to around 82 in the afternoon. North wind 3 to 9 mph."
Battlestar Kalakala,7/20/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny. High near 88, with temperatures falling to around 83 in the afternoon. North wind 5 to 9 mph."
Brad Williams,7/20/2024,The Moore Theatre,Theatre,Downtown,"Sunny. High near 87, with temperatures falling to around 84 in the afternoon. North northeast wind 5 to 10 mph."
D. Savage – Never Left Tour,7/20/2024,The Crocodile,Music,Downtown,"Sunny. High near 83, with temperatures falling to around 80 in the afternoon. North wind 5 to 10 mph."
Jah Wobble,7/20/2024,The Triple Door,Music,Downtown,"Sunny. High near 83, with temperatures falling to around 80 in the afternoon. North wind 5 to 10 mph."
Kinked Hose: Burlesque-Induced Church Sweats,7/20/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny. High near 86, with temperatures falling to around 84 in the afternoon. North wind 3 to 9 mph."
Matte Blvck,7/20/2024,El Corazon,Music,Downtown,"Sunny. High near 83, with temperatures falling to around 80 in the afternoon. North wind 3 to 10 mph."
Nevermind – Seattle’s Nirvana Tribute,7/20/2024,High Dive,Music,Fremont / Ballard,"Sunny. High near 87, with temperatures falling to around 84 in the afternoon. North wind 5 to 9 mph."
Seattle Mini Fest,7/20/2024,Slim's Last Chance,Music,South Seattle,"Sunny. High near 89, with temperatures falling to around 84 in the afternoon. North wind 5 to 9 mph."
Seattle Sounders FC vs. Los Angeles FC,7/20/2024,Lumen Field,Sports,Pioneer Square,"Sunny. High near 88, with temperatures falling to around 85 in the afternoon. North wind 6 to 9 mph."
The Jaydogs,7/20/2024,The Royal Room,Music,South Seattle,"Sunny. High near 83, with temperatures falling to around 81 in the afternoon. North wind 3 to 12 mph."
Goody Blick,7/21/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny. High near 86, with temperatures falling to around 81 in the afternoon. North northwest wind 6 to 10 mph."
Hexxx,7/21/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny. High near 86, with temperatures falling to around 81 in the afternoon. North northwest wind 6 to 10 mph."
Joe Pera,7/21/2024,The Moore Theatre,Theatre,Downtown,"Mostly sunny. High near 83, with temperatures falling to around 78 in the afternoon. North wind 5 to 13 mph."
Little Wings,7/21/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny. High near 82, with temperatures falling to around 78 in the afternoon. North northwest wind 6 to 13 mph."
Look At Me!!! A Disaster Spectacular!,7/21/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Mostly sunny. High near 83, with temperatures falling to around 78 in the afternoon. North wind 5 to 12 mph."
Orange Comfort,7/21/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny. High near 85, with temperatures falling to around 80 in the afternoon. North wind 3 to 10 mph."
Red Dress,7/21/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny. High near 86, with temperatures falling to around 82 in the afternoon. North northwest wind 6 to 10 mph."
Seafair Triathlon,7/21/2024,Seward Park,Festivals & Special Events,South Seattle,"Mostly sunny. High near 85, with temperatures falling to around 80 in the afternoon. North wind 3 to 10 mph."
ZooTunes: The Roots,7/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Mostly sunny. High near 83, with temperatures falling to around 78 in the afternoon. North wind 5 to 13 mph."
Soft Chain,7/22/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 78. Southwest wind around 6 mph."
53 Thieves,7/23/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 76."
Big Tooth,7/23/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 75."
Chris Smither,7/23/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 76."
Clarion West Summer Reading Series: Carmen Maria Machado,7/23/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 74."
Deca,7/23/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 74."
Dr. Rocket,7/23/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 73."
Inside the Exhibitions: Summer 2024,7/23/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 76."
Jesse Katz with Eric Nusbaum,7/23/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 73."
Joan Osborne,7/23/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 76."
Sawyer Hill,7/23/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
