Name,Date,Location,Type,Region,Weather
Kris Davis Trio,10/27/2025,Town Hall Seattle,Music,Downtown,"A chance of rain showers. Mostly cloudy. Low around 42, with temperatures rising to around 44 overnight. South wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Destin Conrad,10/28/2025,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 53. East southeast wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Don Piano,10/28/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 54. East wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
South Arcade,10/28/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 54. East wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Therese Huston with Katy Sewall,10/28/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 54. East wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
D Smoke,10/29/2025,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly sunny, with a high near 57. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Frost Children,10/29/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers before 5pm. Mostly sunny, with a high near 58. Southwest wind 3 to 7 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Reel Songs – The SIFF Episodes,10/29/2025,The Royal Room,Music,South Seattle,"A chance of rain showers before 5pm. Partly sunny, with a high near 55. South wind 3 to 8 mph. Chance of precipitation is 50%. New rainfall amounts less than a tenth of an inch possible."
Cut Chemist,10/30/2025,Nectar Lounge,Music,Fremont / Ballard,"Partly sunny, with a high near 56."
Glitterfox,10/30/2025,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 55."
Jack and Jack,10/30/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 56."
Miss Valeri Lopez and Johnaye Kendrick,10/30/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 55."
Night Moves,10/30/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 55."
Daft Disko: Halloween,10/31/2025,The Crocodile,Music,Downtown,"Rain. Cloudy, with a high near 56."
Motherfolk,10/31/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 56."
Twerk or Treat – The Annual Neumos Halloween Party,10/31/2025,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 56."
C. S. Lewis The Screwtape Letters,11/1/2025,The Moore Theatre,Theatre,Downtown,"Rain. Cloudy, with a high near 57."
Florry,11/1/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 57."
Ariel Posen,11/2/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 55."
Claudio Simonetti’s Goblin,11/2/2025,El Corazon,Music,Downtown,"A chance of rain. Partly sunny, with a high near 56."
Haute & Freddy,11/2/2025,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 56."
