Name,Date,Location,Type,Region,Weather
Black Dogs,8/21/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Clear, with a low around 54. Northeast wind around 5 mph."
Hugo de la Lune,8/21/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 74. North wind 5 to 13 mph."
KC and The Sunshine Band,8/21/2025,The Moore Theatre,Music,Downtown,"Clear, with a low around 53. Northeast wind around 5 mph."
Summer Sounds on the Terrace with Brittany Davis,8/21/2025,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Clear, with a low around 53. Northeast wind around 5 mph."
Sun~Over Static,8/21/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 74. North wind 5 to 10 mph."
Teefil and Trap Beckham,8/21/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 74. North wind 6 to 12 mph."
Tito Ramsey,8/21/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 74. North wind 5 to 13 mph."
Acceptance,8/22/2025,The Showbox,Music,Downtown,"Sunny, with a high near 83. North wind 5 to 9 mph."
Bonkonomics,8/22/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 81. North wind 7 to 12 mph."
Forty Feet Tall,8/22/2025,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85. North wind 5 to 8 mph."
Grunge Night,8/22/2025,The Neptune Theatre,Music,University District,"Sunny, with a high near 83. North wind 6 to 10 mph."
Jesse Daniel,8/22/2025,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 83. North wind 5 to 9 mph."
Les Carlsen,8/22/2025,El Corazon,Music,Downtown,"Sunny, with a high near 84. North wind 6 to 9 mph."
Manchild,8/22/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 85. North wind 5 to 10 mph."
The Profits,8/22/2025,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 84. North wind 6 to 9 mph."
Balcony Bridge,8/23/2025,Hidden Hall,Music,Fremont / Ballard,"Sunny, with a high near 87."
Battle of The Bands – Night Wave VS .The Underhills,8/23/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 85."
Circles Around The Sun,8/23/2025,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 87."
Clan of Xymox,8/23/2025,El Corazon,Music,Downtown,"Sunny, with a high near 87. North wind 3 to 9 mph."
JAMMAH,8/23/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 87. North wind 3 to 9 mph."
La Rebelion,8/23/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 89."
Layne Staley Tribute 2025,8/23/2025,The Neptune Theatre,Music,University District,"Sunny, with a high near 89."
Muz Fest,8/23/2025,University of Washington Campus,Festivals & Special Events,University District,"Sunny, with a high near 86."
R&B Only,8/23/2025,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 88."
The Sword,8/23/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 87."
Tragedy By Design,8/23/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 88."
Yuno,8/23/2025,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 85. North wind 3 to 9 mph."
31 Nights,8/24/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 84."
Ai Weiwei Public Tour in Mandarin,8/24/2025,Seattle Art Museum,Museums,Downtown,"Mostly sunny, with a high near 86."
