Name,Date,Location,Type,Region,Weather
2024 Honor Awards for Washington Architecture,11/4/2024,Town Hall Seattle,Festivals & Special Events,Downtown,"A chance of rain. Cloudy. Low around 47, with temperatures rising to around 49 overnight. South wind around 16 mph, with gusts as high as 26 mph. Chance of precipitation is 30%. New rainfall amounts between a tenth and quarter of an inch possible."
Curated Conversations: Roberto Benavidez,11/4/2024,Bainbridge Island Museum of Art,Museums,West,"Rain. Partly sunny. High near 55, with temperatures falling to around 52 in the afternoon. Southwest wind 16 to 24 mph, with gusts as high as 32 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Datenite,11/4/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Partly sunny. High near 57, with temperatures falling to around 52 in the afternoon. South southwest wind 12 to 18 mph, with gusts as high as 30 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Joanne Shaw Taylor,11/4/2024,The Neptune Theatre,Music,University District,"Rain. Partly sunny. High near 56, with temperatures falling to around 52 in the afternoon. South southwest wind 14 to 18 mph, with gusts as high as 29 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Lime Garden,11/4/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Partly sunny. High near 56, with temperatures falling to around 53 in the afternoon. South southwest wind 15 to 18 mph, with gusts as high as 29 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
An Evening with Caifanes,11/5/2024,The Moore Theatre,Music,Downtown,"A chance of rain before 4pm. Partly sunny, with a high near 52. East southeast wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Andrew Duhon,11/5/2024,The Triple Door,Music,Downtown,"A chance of rain before 4pm. Partly sunny. High near 52, with temperatures falling to around 50 in the afternoon. East southeast wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Election Night 2024,11/5/2024,Town Hall Seattle,Festivals & Special Events,Downtown,"A chance of rain before 4pm. Partly sunny, with a high near 52. East southeast wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
John Adams to Cesar Franck,11/5/2024,Benaroya Hall,Music,Downtown,"A chance of rain before 4pm. Partly sunny. High near 52, with temperatures falling to around 50 in the afternoon. East southeast wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Volume,11/5/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain before 4pm. Partly sunny. High near 52, with temperatures falling to around 50 in the afternoon. East southeast wind around 6 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
