Name,Date,Location,Type,Region,Weather
Alexandra Kay,3/19/2025,Showbox SoDo,Music,Pioneer Square,"Rain likely after 7am. Cloudy, with a high near 52. Southeast wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
David Ryan Harris,3/19/2025,High Dive,Music,Fremont / Ballard,"Rain likely after 7am. Cloudy, with a high near 53. Southeast wind 5 to 9 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Dub Lounge International,3/19/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely after 7am. Cloudy, with a high near 53. Southeast wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Sons of Cream,3/19/2025,The Triple Door,Music,Downtown,"Rain likely after 7am. Cloudy, with a high near 53. Southeast wind 5 to 9 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
The Diamonics,3/19/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely after 7am. Cloudy, with a high near 53. Southeast wind 5 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
The Orbit of Jelly Roll Morton,3/19/2025,The Royal Room,Music,South Seattle,"Rain likely after 7am. Cloudy, with a high near 53. Southeast wind 5 to 9 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Asher Deaver Manifest 10 Year Anniversary,3/20/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 49. South wind around 15 mph, with gusts as high as 24 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Barbara Sjoholm – The Reindeer of Chinese Gardens,3/20/2025,National Nordic Museum,Readings & Lectures,Fremont / Ballard,"Rain. Cloudy, with a high near 50. South wind 8 to 12 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Black Dogs,3/20/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 49. South wind around 14 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
D.Markis,3/20/2025,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 49. South wind around 14 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Dance Romance – Lady Gaga Night,3/20/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 50. South wind around 12 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Feeding Change,3/20/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy. High near 50, with temperatures falling to around 48 in the afternoon. South wind 7 to 12 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Home Front – War Front: Fly for Freedom,3/20/2025,Washington State History Museum,Museums,South,"Rain. Cloudy, with a high near 50. South wind 8 to 12 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
How Now Brown Cow,3/20/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 50. South wind around 12 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Microsoft @ 50,3/20/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 50. South wind around 14 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
RX Bandits,3/20/2025,The Showbox,Music,Downtown,"Rain. Cloudy, with a high near 49. South wind around 12 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
A Skylit Drive,3/21/2025,El Corazon,Music,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Atrae Bilis,3/21/2025,Funhouse,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 10 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Blowout Brass Band,3/21/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Cold Comfort,3/21/2025,Barboza,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Crowdsource Choir: Sing Country Music,3/21/2025,Town Hall Seattle,Music,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 52. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Daily Bread,3/21/2025,Showbox SoDo,Music,Pioneer Square,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Joe Wong Comedy – In English,3/21/2025,Town Hall Seattle,Theatre,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Jukebox the Ghost – Everything Under the Sun,3/21/2025,Neumos,Music,Capitol Hill / Central District,"Rain before 5pm, then rain showers. Cloudy, with a high near 50. South southwest wind around 14 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Koan Sound,3/21/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain before 5pm, then rain showers. Cloudy, with a high near 50. South southwest wind around 15 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
The Kings,3/21/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain before 5pm, then rain showers. Cloudy, with a high near 52. South southwest wind around 13 mph, with gusts as high as 22 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Twelfth Night Ensemble: Handel’s Aminta e Fillide,3/21/2025,Benaroya Hall,Music,Downtown,"Rain before 5pm, then rain showers. Cloudy, with a high near 51. South southwest wind around 13 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Armor For Sleep,3/22/2025,The Crocodile,Music,Downtown,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%."
Artist in Conversation: Anne-Karin Furunes,3/22/2025,National Nordic Museum,Museums,Fremont / Ballard,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%."
Aurelio Voltaire,3/22/2025,El Corazon,Music,Downtown,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 53. Chance of precipitation is 70%."
Boltcutter,3/22/2025,Funhouse,Music,Capitol Hill / Central District,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 53. Chance of precipitation is 70%."
Higher –  A Tribute to Sly and the Family Stone,3/22/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 53. Chance of precipitation is 70%."
James Brown Tribute,3/22/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 53. Chance of precipitation is 70%."
Joe Wong Comedy – In Chinese,3/22/2025,Town Hall Seattle,Theatre,Downtown,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%."
Linda From Work,3/22/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 54. Chance of precipitation is 70%."
Lute Legends Collective: Borderlands,3/22/2025,Benaroya Hall,Music,Downtown,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 54. Chance of precipitation is 70%."
Max Styler,3/22/2025,The Showbox,Music,Downtown,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 52. Chance of precipitation is 70%."
The Cure,3/22/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain showers likely before 11am, then rain likely. Mostly cloudy, with a high near 53. Chance of precipitation is 70%."
Annie Eastwood,3/23/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 53."
Bit Brigade,3/23/2025,Nectar Lounge,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 54."
Festal: Seattle’s French Fest,3/23/2025,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Rain. Cloudy, with a high near 54."
Mary-Frances O’Connor,3/23/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 54."
Nish Kumar,3/23/2025,The Triple Door,Theatre,Downtown,"Rain. Cloudy, with a high near 54."
Paris Paloma,3/23/2025,The Showbox,Music,Downtown,"Rain. Cloudy, with a high near 55."
Franz Ferdinand,3/24/2025,Showbox SoDo,Music,Pioneer Square,"Rain likely. Mostly cloudy, with a high near 62."
Karen Finley,3/24/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 62."
Amaria,3/25/2025,Neumos,Music,Capitol Hill / Central District,"Partly sunny, with a high near 64."
