Name,Date,Location,Type,Region,Weather
Baseck,8/22/2024,El Corazon,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 70. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Clash Valian,8/22/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 70. West southwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Eclectrick,8/22/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 70. Northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Fu Manchu,8/22/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Cloudy, with a high near 68. West northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
"Game, Set Party",8/22/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 70. West wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Jonny Tobin,8/22/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Cloudy, with a high near 71. West northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Karismata,8/22/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Cloudy, with a high near 70. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Nate Silver,8/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Cloudy, with a high near 68. Northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Nordics in Hollywood: The Hunger Games 2012,8/22/2024,National Nordic Museum,Film & Media Arts,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 69. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Summer Nights with Shaina Shepherd,8/22/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"A chance of rain showers. Cloudy, with a high near 70. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Aristocrats,8/22/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 68. West northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Them Coulee Boys,8/22/2024,High Dive,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 68. Northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Twen,8/22/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Cloudy, with a high near 70. Northwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Twenty One Pilots,8/22/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain showers. Cloudy, with a high near 70. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Vice Versa,8/22/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Cloudy, with a high near 70. West northwest wind 1 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Africa Violeta,8/23/2024,Funhouse,Music,Capitol Hill / Central District,"Rain showers. Cloudy. High near 63, with temperatures falling to around 61 in the afternoon. South wind 3 to 8 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
Chayanne,8/23/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain showers. Cloudy, with a high near 63. South wind 3 to 9 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
Epik High,8/23/2024,Showbox SoDo,Music,Pioneer Square,"Rain showers. Cloudy. High near 63, with temperatures falling to around 61 in the afternoon. South wind 3 to 8 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
Grunge Night,8/23/2024,The Crocodile,Music,Downtown,"Rain showers. Cloudy. High near 63, with temperatures falling to around 61 in the afternoon. South wind 5 to 8 mph. Chance of precipitation is 80%. New rainfall amounts between a quarter and half of an inch possible."
Haunt and Savage Master,8/23/2024,El Corazon,Music,Downtown,"Rain showers likely. Cloudy. High near 64, with temperatures falling to around 62 in the afternoon. South wind 5 to 8 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
