Name,Date,Location,Type,Region,Weather
Abbigale,3/1/2024,Slim's Last Chance,Music,South Seattle,"A chance of rain and snow showers. Mostly cloudy, with a low around 36. South wind around 9 mph, with gusts as high as 21 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Conjuring Up Monsterz,3/1/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain and snow showers. Mostly cloudy, with a low around 36. South wind around 12 mph, with gusts as high as 22 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Enjambre,3/1/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a low around 36. South wind around 12 mph, with gusts as high as 22 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Fall Out Boy,3/1/2024,Climate Pledge Arena,Readings & Lectures,Queen Anne / Seattle Center,"A chance of rain and snow showers. Mostly cloudy, with a low around 36. South wind around 9 mph, with gusts as high as 21 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Global Rhythms: Justin Adams and Mauro Durante,3/1/2024,Town Hall Seattle,Music,Downtown,"A chance of rain and snow showers. Mostly cloudy, with a low around 36. South wind around 9 mph, with gusts as high as 21 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Sloane Crosley with Ben Gibbard,3/1/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy, with a low around 37. South wind around 12 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Supernova,3/1/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a low around 36. South wind around 8 mph, with gusts as high as 21 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Tacoma Stars vs. Harrisburg Heat,3/1/2024,accesso ShoWare Center,Sports,South,"A chance of rain and snow showers. Mostly cloudy, with a low around 36. South wind around 9 mph, with gusts as high as 21 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Tommy Emmanuel,3/1/2024,The Moore Theatre,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a low around 37. South wind around 12 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Brian Culbertson,3/2/2024,The Moore Theatre,Music,Downtown,"Rain and snow showers likely. Mostly cloudy, with a high near 45. South wind 6 to 12 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Celebrating 50 Years of Dilla,3/2/2024,The Royal Room,Music,South Seattle,"Rain and snow showers likely. Mostly cloudy, with a high near 44. South wind 8 to 15 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Clinton Fearon and The Boogie Brown Band,3/2/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain and snow showers likely. Mostly cloudy, with a high near 44. South wind 7 to 14 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Crypta,3/2/2024,El Corazon,Music,Downtown,"Rain and snow showers likely. Mostly cloudy, with a high near 45. South wind 8 to 14 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Making Sense of Murmurations with Dr. Natalie Hofmeister,3/2/2024,National Nordic Museum,Museums,Fremont / Ballard,"Rain and snow showers likely. Mostly cloudy, with a high near 46. South wind 6 to 12 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Millhous,3/2/2024,Slim's Last Chance,Music,South Seattle,"Rain and snow showers likely. Mostly cloudy, with a high near 45. South wind 6 to 13 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Not Fade Away – A Tribute to Buddy Holly,3/2/2024,The Triple Door,Music,Downtown,"Rain and snow showers likely. Mostly cloudy, with a high near 44. South wind 7 to 13 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Seattle Kraken vs. Edmonton Oilers,3/2/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain and snow showers likely. Mostly cloudy, with a high near 44. South wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Seattle Sounders FC vs. Austin FC,3/2/2024,Lumen Field,Sports,Pioneer Square,"Rain and snow showers likely. Mostly cloudy, with a high near 44. South wind 7 to 12 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Alexperience,3/3/2024,The Moore Theatre,Theatre,Downtown,"Rain and snow showers likely. Partly sunny, with a high near 44. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Barbara McQuade with Jenny Durkan,3/3/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain and snow showers likely. Partly sunny, with a high near 46. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Briscoe,3/3/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain and snow showers likely. Partly sunny, with a high near 46. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
David Nihill,3/3/2024,The Neptune Theatre,Theatre,University District,"Rain and snow showers likely. Partly sunny, with a high near 46. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Jim Knapp Orchestra,3/3/2024,The Royal Room,Music,South Seattle,"Rain and snow showers likely. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Meow Meow,3/3/2024,The Triple Door,Theatre,Downtown,"Rain and snow showers likely. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Tacoma Stars vs. Harrisburg Heat,3/3/2024,accesso ShoWare Center,Music,South,"Rain and snow showers likely. Partly sunny, with a high near 45. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Dr. Rajiv Shah,3/4/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain and snow showers likely. Mostly cloudy, with a high near 43."
Empty Graves,3/5/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain and snow showers. Partly sunny, with a high near 45."
Evan Dando (of the Lemonheads),3/5/2024,The Triple Door,Music,Downtown,"A chance of rain and snow showers. Partly sunny, with a high near 45."
Eve’s Bayou – smARTfilms: Black Luxury,3/5/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain and snow showers. Partly sunny, with a high near 45."
Frond,3/5/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain and snow showers. Partly sunny, with a high near 44."
Marc E. Bassy,3/5/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain and snow showers. Partly sunny, with a high near 45."
Maria Jose Llergo,3/6/2024,The Triple Door,Music,Downtown,"A chance of rain and snow showers. Partly sunny, with a high near 46."
Shawn Phillips,3/6/2024,The Triple Door,Music,Downtown,"A chance of rain and snow showers. Partly sunny, with a high near 45."
Atlus,3/7/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain and snow showers. Partly sunny, with a high near 47."
Critical Mass Big Band,3/7/2024,The Royal Room,Music,South Seattle,"A chance of rain and snow showers. Partly sunny, with a high near 46."
Rick Estrin and The Nightcats,3/7/2024,The Triple Door,Music,Downtown,"A slight chance of rain and snow showers. Partly sunny, with a high near 46."
Theresa Caputo Live,3/7/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain and snow showers. Partly sunny, with a high near 46."
