Name,Date,Location,Type,Region,Weather
Cypress Spring and Austin Tolliver,9/9/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 70. Southwest wind around 3 mph."
Jazmin Bean,9/9/2024,The Showbox,Music,Downtown,"Mostly cloudy, with a high near 72. West southwest wind around 3 mph."
Joyce Maynard,9/9/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 72. West southwest wind around 3 mph."
Wabie,9/9/2024,Barboza,Music,Capitol Hill / Central District,"Mostly cloudy, with a high near 71. Southwest wind around 3 mph."
Barstool Sports: PlanBri,9/10/2024,Showbox SoDo,Theatre,Pioneer Square,"Mostly cloudy, with a high near 68. West southwest wind 1 to 5 mph."
Buffalo Galaxy,9/10/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 71. West southwest wind 1 to 5 mph."
charlieonnafriday,9/10/2024,The Crocodile,Music,Downtown,"Mostly cloudy, with a high near 71. West southwest wind 1 to 5 mph."
Coco Mellors with Laurie Frankel,9/10/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly cloudy, with a high near 69. Southwest wind 1 to 5 mph."
John Early,9/10/2024,The Showbox,Theatre,Downtown,"Mostly cloudy, with a high near 71. West southwest wind 1 to 5 mph."
Sexual Purity,9/10/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly cloudy, with a high near 71. West southwest wind 1 to 5 mph."
SPEED,9/10/2024,Neumos,Music,Capitol Hill / Central District,"Mostly cloudy, with a high near 71. West southwest wind 1 to 6 mph."
The Round – Kate Dinsmore,9/10/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Mostly cloudy, with a high near 69. Southwest wind 1 to 5 mph."
Aaron Frazer,9/11/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 63. South wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Azymuth,9/11/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 63. Southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Bent Knee,9/11/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 62. South southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
David Cross,9/11/2024,The Showbox,Theatre,Downtown,"Rain showers likely. Mostly cloudy, with a high near 62. South southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
David Kushner,9/11/2024,The Paramount Theatre,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 64. South southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Hot Rod,9/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely. Mostly cloudy, with a high near 64. South southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Hurricane Dreamz,9/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely. Mostly cloudy, with a high near 62. Southwest wind around 7 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
