Name,Date,Location,Type,Region,Weather
Blank Canvas,3/24/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 58. West southwest wind around 5 mph."
Celebrate Holi! Spring Festival of Colors from South Asia,3/24/2024,Burke Museum,Museums,University District,"Mostly sunny, with a high near 58. West southwest wind around 5 mph."
Destin Conrad,3/24/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 56. West southwest wind around 5 mph."
Festal: Seattle’s French Fest,3/24/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny. High near 57, with temperatures falling to around 55 in the afternoon. West southwest wind around 5 mph."
Kathy Ross: Serious Fun,3/24/2024,Bainbridge Island Museum of Art,Museums,West,"Mostly sunny, with a high near 56. West southwest wind around 5 mph."
Seattle Kraken vs. Montreal Canadiens,3/24/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 3 mph. Chance of precipitation is 20%."
Shain Shapiro with Greg Scruggs: How Music Builds Cities,3/24/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain. Mostly cloudy. Low around 44, with temperatures rising to around 46 overnight. South wind around 3 mph. Chance of precipitation is 20%."
Zakir Khan Live,3/24/2024,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 56. Southwest wind around 5 mph."
Ann Annie,3/25/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy. High near 52, with temperatures falling to around 50 in the afternoon. South southwest wind 6 to 10 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Chelsea Wolfe,3/25/2024,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Jonah Kagen,3/25/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Juliet Hooker with Megan Ming Francis: The Politics of Loss,3/25/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Kim Dracula,3/25/2024,Neumos,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy. High near 52, with temperatures falling to around 50 in the afternoon. South southwest wind 7 to 10 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Night of a Thousand Loops,3/25/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Sasha Issenberg with Austin Jenkins: The Lie Detectives,3/25/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Tea Obreht,3/25/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 51. South southwest wind 7 to 12 mph. Chance of precipitation is 80%. New rainfall amounts less than a tenth of an inch possible."
Lifecycle of Seattle Artists,3/26/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 53. South wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Seattle Kraken vs. Anaheim Ducks,3/26/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain likely. Mostly cloudy, with a high near 54. South southwest wind 6 to 10 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Volunteer Park,3/26/2024,The Royal Room,Music,South Seattle,"Rain likely. Mostly cloudy, with a high near 54. South wind 6 to 10 mph. Chance of precipitation is 60%. New rainfall amounts less than a tenth of an inch possible."
Caetano Veloso,3/27/2024,The Moore Theatre,Music,Downtown,"Rain. Cloudy, with a high near 52."
Celebrating Langston Hughes,3/27/2024,Erickson Theatre,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 52. Chance of precipitation is 100%."
Jazz Underground,3/27/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 51. Chance of precipitation is 100%."
Paris Shadows,3/27/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 51. Chance of precipitation is 100%."
Andre Nikatina,3/28/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 52."
DakhaBrakha,3/28/2024,The Moore Theatre,Music,Downtown,"Rain. Mostly cloudy, with a high near 52."
Foo Gazzi,3/28/2024,High Dive,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 52."
Health,3/28/2024,The Showbox,Music,Downtown,"Rain. Mostly cloudy, with a high near 54."
Ladysmith Black Mambazo,3/28/2024,The Neptune Theatre,Music,University District,"Rain. Mostly cloudy, with a high near 52."
"Matthew Desmond: Poverty, By America",3/28/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 53."
Piano Day,3/28/2024,The Royal Room,Music,South Seattle,"Rain. Mostly cloudy, with a high near 52."
Seattle Kraken vs. Anaheim Ducks,3/28/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain. Mostly cloudy, with a high near 52."
Andy Coe Band,3/29/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 56."
DJ DAN with Max Gain,3/29/2024,High Dive,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 57."
God’s Child,3/29/2024,The Neptune Theatre,Theatre,University District,"A chance of rain. Partly sunny, with a high near 56."
Hamdi,3/29/2024,The Showbox,Music,Downtown,"A chance of rain. Partly sunny, with a high near 56."
Jul!et,3/29/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 56."
Live Wire with Luke Burbank,3/29/2024,Town Hall Seattle,Theatre,Downtown,"A chance of rain. Partly sunny, with a high near 56."
Loud Luxury,3/29/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain. Partly sunny, with a high near 56."
SAM Remix,3/29/2024,Seattle Art Museum,Museums,Downtown,"A chance of rain before 5pm. Partly sunny, with a high near 57."
The OuttaTowners,3/29/2024,The Royal Room,Music,South Seattle,"A chance of rain. Partly sunny, with a high near 56."
Tim McGraw,3/29/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A chance of rain. Partly sunny, with a high near 56."
Amapiano Is Here,3/30/2024,The Crocodile,Music,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Cowboy Disco,3/30/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 57."
Danny Brown,3/30/2024,The Showbox,Music,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Dr. Jane Goodall,3/30/2024,The Moore Theatre,Readings & Lectures,Downtown,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 59."
Michael Blaustein,3/30/2024,The Neptune Theatre,Theatre,University District,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Monster Jam,3/30/2024,Lumen Field,Festivals & Special Events,Pioneer Square,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Seattle Kraken vs. Dallas Stars,3/30/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Timmy Trumpet’s Freakshow,3/30/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
Unpoetry at The Fryre,3/30/2024,Frye Art Museum,Museums,Capitol Hill / Central District,"A slight chance of rain between 11am and 5pm. Mostly sunny, with a high near 58."
