Name,Date,Location,Type,Region,Weather
4inecs,3/8/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
Calidore Quartet & Abeo Quartet,3/8/2024,415 Westlake,Music,Queen Anne / Seattle Center,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
Debut,3/8/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly cloudy, with a low around 39. South wind around 5 mph. Chance of precipitation is 20%."
Holding / Movement,3/8/2024,Benaroya Hall,Music,Downtown,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
International Women’s Day Live Sessions Concert,3/8/2024,The Royal Room,Music,South Seattle,"A chance of rain. Mostly cloudy, with a low around 37. South wind around 3 mph. Chance of precipitation is 30%."
Josh Wolf,3/8/2024,The Neptune Theatre,Theatre,University District,"A slight chance of rain. Mostly cloudy, with a low around 39. South wind around 5 mph. Chance of precipitation is 20%."
Karla Bonoff,3/8/2024,The Triple Door,Music,Downtown,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
Palestinian Lana Ikelan and Israeli Noga Bar Oz,3/8/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy. Low around 37, with temperatures rising to around 39 overnight. South wind around 5 mph. Chance of precipitation is 30%."
Seattle Kraken vs. Winnipeg Jets,3/8/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
The Wood Brothers,3/8/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain. Mostly cloudy, with a low around 37. South wind around 5 mph. Chance of precipitation is 20%."
Ariel Pink,3/9/2024,El Corazon,Music,Downtown,"Rain. Cloudy, with a high near 50. South wind 9 to 20 mph, with gusts as high as 28 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Biblioteka,3/9/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 51. South wind 6 to 18 mph, with gusts as high as 25 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Carnaval with EntreMundos Big Band,3/9/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 50. South wind 7 to 17 mph, with gusts as high as 23 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Coco Montoya,3/9/2024,The Triple Door,Music,Downtown,"Rain. Cloudy, with a high near 50. South wind 7 to 20 mph, with gusts as high as 28 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Emily Calandrelli: Unleash Your Inner Scientist,3/9/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 50. South wind 6 to 17 mph, with gusts as high as 24 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Helene Grimaud,3/9/2024,Meany Center for the Performing Arts,Music,University District,"Rain. Cloudy, with a high near 50. South wind 7 to 20 mph, with gusts as high as 28 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Josiah and the Bonnevilles,3/9/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 50. South wind 7 to 20 mph, with gusts as high as 28 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Mahan Esfahan,3/9/2024,Town Hall Seattle,Music,Downtown,"Rain. Cloudy, with a high near 50. South wind 6 to 17 mph, with gusts as high as 24 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
The Paper Kites,3/9/2024,The Neptune Theatre,Music,University District,"Rain. Cloudy, with a high near 50. South wind 6 to 17 mph, with gusts as high as 24 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Deseo Carmin,3/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 49. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Our Place in this World: Winter 2024 Concert,3/10/2024,Town Hall Seattle,Music,Downtown,"Rain. Cloudy, with a high near 50. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Rhapsody in Shmaltz,3/10/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 49. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Short Stories Live: Through Someone Else’s Eyes,3/10/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 49. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Angie McMahon,3/11/2024,The Crocodile,Music,Downtown,"Rain. Mostly cloudy, with a high near 49."
Crosses,3/11/2024,The Moore Theatre,Music,Downtown,"Rain. Mostly cloudy, with a high near 49."
Dancing With The Stars,3/11/2024,The Paramount Theatre,Dance,Downtown,"Rain. Mostly cloudy, with a high near 50."
Earshot Golden Ear Awards Party: Jun Iida,3/11/2024,The Royal Room,Music,South Seattle,"Rain. Mostly cloudy, with a high near 49."
Sasha LaPointe,3/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Mostly cloudy, with a high near 49."
Seattle Kraken vs. Vegas Golden Knights,3/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain. Cloudy, with a high near 51."
Special EFX All Stars,3/12/2024,The Triple Door,Music,Downtown,"Rain. Cloudy, with a high near 51."
TommyInnit,3/12/2024,The Neptune Theatre,Music,University District,"Rain. Mostly cloudy, with a high near 51."
Black Uhuru,3/13/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 50."
Cat Power,3/13/2024,The Moore Theatre,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 51."
Cody Bartels,3/13/2024,High Dive,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 50."
Eyedress,3/13/2024,The Showbox,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 51."
Kendra Morris,3/13/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 50."
My Dinner with SAM,3/13/2024,Seattle Art Museum,Museums,Downtown,"A chance of rain. Mostly cloudy, with a high near 50."
Susannah Fox with Sally James,3/13/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain before 5pm. Mostly cloudy, with a high near 52."
Tim Berne Trio,3/13/2024,The Royal Room,Music,South Seattle,"A chance of rain. Mostly cloudy, with a high near 51."
Cool Company,3/14/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 55."
Replay Matinee: Roxanne Dunbar-Ortiz,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 55."
Seattle Kraken vs. Washington Capitals,3/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Partly sunny, with a high near 55."
Taste Washington: Pacific Standard,3/14/2024,Pier 62,Festivals & Special Events,Downtown,"Partly sunny, with a high near 54."
"The Lord of the Rings, The Return of the King",3/14/2024,National Nordic Museum,Museums,Fremont / Ballard,"Partly sunny, with a high near 55."
Tricia Romano: Voices of the Village,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 55."
Veeze,3/14/2024,The Neptune Theatre,Music,University District,"Partly sunny, with a high near 55."
