Name,Date,Location,Type,Region,Weather
Deseo Carmin,3/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 11am, then rain showers. Mostly cloudy. High near 49, with temperatures falling to around 47 in the afternoon. South wind 14 to 18 mph, with gusts as high as 24 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Our Place in this World: Winter 2024 Concert,3/10/2024,Town Hall Seattle,Music,Downtown,"Rain before 11am, then rain showers. Cloudy. High near 50, with temperatures falling to around 48 in the afternoon. South wind 13 to 18 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Rhapsody in Shmaltz,3/10/2024,The Royal Room,Music,South Seattle,"Rain before 11am, then rain showers. Mostly cloudy. High near 49, with temperatures falling to around 47 in the afternoon. South wind 14 to 18 mph, with gusts as high as 24 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Short Stories Live: Through Someone Else’s Eyes,3/10/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Cloudy. Low around 42, with temperatures rising to around 44 overnight. South wind around 20 mph, with gusts as high as 26 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Angie McMahon,3/11/2024,The Crocodile,Music,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 48. South wind 8 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Crosses,3/11/2024,The Moore Theatre,Music,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 48. South wind 8 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Dancing With The Stars,3/11/2024,The Paramount Theatre,Dance,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 49. South wind 7 to 13 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Earshot Golden Ear Awards Party: Jun Iida,3/11/2024,The Royal Room,Music,South Seattle,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 48. South wind 8 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Sasha LaPointe,3/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 11am, then rain. Mostly cloudy, with a high near 48. South wind 9 to 14 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Seattle Kraken vs. Vegas Golden Knights,3/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain showers. Mostly cloudy, with a high near 50. South southwest wind around 16 mph, with gusts as high as 21 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Special EFX All Stars,3/12/2024,The Triple Door,Music,Downtown,"Rain showers. Cloudy, with a high near 51. South southwest wind around 15 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
TommyInnit,3/12/2024,The Neptune Theatre,Music,University District,"Rain showers. Cloudy, with a high near 50. South southwest wind around 17 mph, with gusts as high as 23 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Black Uhuru,3/13/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Cat Power,3/13/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Cody Bartels,3/13/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Eyedress,3/13/2024,The Showbox,Music,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Kendra Morris,3/13/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
My Dinner with SAM,3/13/2024,Seattle Art Museum,Museums,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Susannah Fox with Sally James,3/13/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 51. Chance of precipitation is 20%."
Tim Berne Trio,3/13/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 50. Chance of precipitation is 20%."
Cool Company,3/14/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 54."
Replay Matinee: Roxanne Dunbar-Ortiz,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 54."
Seattle Kraken vs. Washington Capitals,3/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Partly sunny, with a high near 54."
Taste Washington: Pacific Standard,3/14/2024,Pier 62,Festivals & Special Events,Downtown,"Partly sunny, with a high near 54."
"The Lord of the Rings, The Return of the King",3/14/2024,National Nordic Museum,Museums,Fremont / Ballard,"Partly sunny, with a high near 54."
Tricia Romano: Voices of the Village,3/14/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Partly sunny, with a high near 55."
Veeze,3/14/2024,The Neptune Theatre,Music,University District,"Partly sunny, with a high near 54."
Autoheart,3/15/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 57."
Benjamin Wurgaft and Merry White,3/15/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 57."
Drew Martin,3/15/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 57."
Goose Vargis,3/15/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 59."
Lee Fields and Monophonics,3/15/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 58."
MitiS,3/15/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 59."
