Name,Date,Location,Type,Region,Weather
Chronically Fabulous,7/13/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 86. North northwest wind 2 to 10 mph."
Dead on Cue,7/13/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 82. North northwest wind 2 to 10 mph."
Electric Feels,7/13/2024,The Showbox,Music,Downtown,"Sunny, with a high near 85. North northwest wind 2 to 10 mph."
Festal: Polish Festival Seattle,7/13/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 86. North northwest wind 2 to 9 mph."
Gary Janetti,7/13/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 85. North northwest wind 2 to 9 mph."
Jessica Lurie,7/13/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 86. Northwest wind 2 to 9 mph."
Kenny Chesney with Zac Brown Band,7/13/2024,Lumen Field,Music,Pioneer Square,"Sunny, with a high near 82. North northwest wind 2 to 10 mph."
Machinedrum,7/13/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 82. North northwest wind 2 to 10 mph."
Nikki McClure: Something About the Sky,7/13/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"Sunny, with a high near 87. North northwest wind 2 to 9 mph."
Puget Sound Songbirds,7/13/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 85. North northwest wind 2 to 10 mph."
RJD2,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 85. North northwest wind 2 to 10 mph."
Where Is the Love?,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 86. North northwest wind 2 to 9 mph."
Whethan,7/13/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 82. North northwest wind 2 to 10 mph."
An Evening with Lyle Lovett and his Large Band,7/14/2024,Chateau Ste. Michelle Winery,Music,East,"Sunny, with a high near 81. Southwest wind around 6 mph."
KnowMads,7/14/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 81. Southwest wind 3 to 7 mph."
Lucky Daye,7/14/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 83. Southwest wind around 6 mph."
Protoje Meets Tippy I,7/14/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 83. Southwest wind around 6 mph."
Seattle Storm vs. Atlanta Dream,7/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 83. Southwest wind 2 to 6 mph."
