Name,Date,Location,Type,Region,Weather
Anna Moss and The Nightshades,5/8/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 60. North wind 3 to 12 mph."
Beyond Words: Storytelling through Indian Classical Dance with Piyali Biswas De,5/8/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 62. North wind 3 to 10 mph."
Corb Lund,5/8/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 61. North wind 5 to 10 mph."
Hot Rod,5/8/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 61. North wind 5 to 10 mph."
Hurricane Dreamz,5/8/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 63. North northeast wind 3 to 10 mph."
Kaley Lane Eaton and Tom Baker Quartet,5/8/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 62. North northeast wind 3 to 12 mph."
Mad Caddies,5/8/2024,El Corazon,Music,Downtown,"Sunny, with a high near 62. North northeast wind 3 to 10 mph."
Ossuary,5/8/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 61. North northeast wind 3 to 12 mph."
Scarves,5/8/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 62. North wind 5 to 10 mph."
Seattle Reign FC vs. Kansas City Current,5/8/2024,Lumen Field,Sports,Pioneer Square,"Sunny, with a high near 62. North northeast wind 5 to 10 mph."
Smash Into Pieces,5/8/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 60. North wind 5 to 12 mph."
Steely Dead,5/8/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 60. North wind 3 to 12 mph."
24kGoldn,5/9/2024,Chop Suey,Music,Capitol Hill / Central District,"Sunny, with a high near 72. North wind 5 to 9 mph."
Aaron May,5/9/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 70. North wind 6 to 13 mph."
Aryana Leon,5/9/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 73. North wind 6 to 10 mph."
Ben Thomas Tango Project,5/9/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 70. North wind 6 to 10 mph."
Funky Titanics,5/9/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 69. North northeast wind 6 to 12 mph."
Hunter Hayes,5/9/2024,The Showbox,Music,Downtown,"Sunny, with a high near 71. North northeast wind 6 to 10 mph."
June Carbone and Nancy Levit,5/9/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 72. North wind 5 to 9 mph."
