Name,Date,Location,Type,Region,Weather
Global Rhythms: Kiki Valera,9/28/2025,Town Hall Seattle,Music,Downtown,"Mostly cloudy, with a low around 54. North wind around 2 mph."
No Repro,9/28/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 73. South southwest wind 2 to 6 mph."
A Jewish New Year Celebration,9/29/2025,The Royal Room,Music,South Seattle,"Rain and haze before noon, then rain and patchy fog. Cloudy. High near 66, with temperatures falling to around 63 in the afternoon. South wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
J Carmichael,9/29/2025,Funhouse,Music,Capitol Hill / Central District,"Rain and haze. Cloudy, with a high near 67. South wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
La Luz – A Social Gathering,9/29/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain and haze. Cloudy, with a high near 67. South wind around 7 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Nilanjana Dasgupta with Paula Boggs,9/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain and haze. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. South wind around 8 mph. Chance of precipitation is 90%. New rainfall amounts between a quarter and half of an inch possible."
Joe Doria Presents,9/30/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain likely before 7am, then rain and patchy fog. Mostly cloudy, with a high near 68. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Blowout Heavies Brass Band,10/1/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 8am, then showers and thunderstorms. Cloudy, with a high near 67."
Masters of Hawaiian Music,10/1/2025,The Triple Door,Music,Downtown,"Rain before 8am, then showers and thunderstorms. Cloudy, with a high near 68."
Celestrial Navigation,10/2/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 5pm, then showers and thunderstorms likely. Mostly cloudy, with a high near 65."
Jellyfish’s Spilt Milk Live,10/2/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain likely before 5pm, then showers and thunderstorms likely. Mostly cloudy, with a high near 65."
Marmalade,10/2/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain before 5pm, then showers and thunderstorms likely. Mostly cloudy, with a high near 65."
An Evening with Clem Snide,10/3/2025,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 65."
Extra Thick,10/3/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Partly sunny, with a high near 64."
All Shall Perish,10/4/2025,El Corazon,Music,Downtown,"A chance of rain. Partly sunny, with a high near 62."
AROE,10/4/2025,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain. Partly sunny, with a high near 64."
Northwest Green Building Slam 2025,10/4/2025,Town Hall Seattle,Festivals & Special Events,Downtown,"A chance of rain. Partly sunny, with a high near 63."
