Name,Date,Location,Type,Region,Weather
Card Magic By Jason LaDanye,9/24/2025,The Triple Door,Theatre,Downtown,"Sunny, with a high near 70. North wind 2 to 7 mph."
Andrew Duhon,9/25/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 63. North northeast wind around 5 mph."
Boulet Brothers’ Dragula,9/25/2025,The Moore Theatre,Theatre,Downtown,"Mostly sunny, with a high near 64. North wind 2 to 6 mph."
Dan Soder,9/26/2025,The Moore Theatre,Music,Downtown,"Mostly sunny, with a high near 67. South wind 3 to 7 mph."
Birdtalker,9/27/2025,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain. Partly sunny, with a high near 70."
Kathleen Madigan,9/27/2025,The Moore Theatre,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 71."
Sol De Noche – Argentine Tango Concert,9/27/2025,Fountainhead Gallery,Music,Queen Anne / Seattle Center,"A slight chance of rain. Partly sunny, with a high near 71."
Global Rhythms: Kiki Valera,9/28/2025,Town Hall Seattle,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 66."
J Carmichael,9/29/2025,Funhouse,Music,Capitol Hill / Central District,"Rain likely. Mostly cloudy, with a high near 65."
Nilanjana Dasgupta with Paula Boggs,9/29/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Rain likely. Mostly cloudy, with a high near 63."
