Name,Date,Location,Type,Region,Weather
Bell Bottom Blues – Tribute to Eric Clapton,7/22/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 80. Southwest wind around 6 mph."
Bigtooth,7/22/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 79. Southwest wind around 6 mph."
Brit Floyd,7/23/2025,Marymoor Park,Music,Bellevue / Eastside,"Sunny, with a high near 86. Southwest wind around 5 mph."
Julio Lemos,7/23/2025,The Royal Room,Music,South Seattle,"Sunny, with a high near 84. South southwest wind around 5 mph."
Acerbity,7/24/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 76. South southwest wind 3 to 8 mph."
An Evening with Mike Dawes,7/24/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 76. South southwest wind 5 to 9 mph."
Bazaar,7/24/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 79."
Charlotte Lawrence,7/24/2025,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 80. South southwest wind around 7 mph."
Jazz Underground,7/24/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 80. South southwest wind around 7 mph."
Alain Johannes – Solo,7/25/2025,The Royal Room,Music,South Seattle,"Partly sunny, with a high near 75."
Extra Thick,7/25/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 75."
Funky 2 Death,7/25/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 75."
GayC/DC,7/25/2025,El Corazon,Music,Downtown,"Partly sunny, with a high near 76."
Heart Attack Man,7/25/2025,The Crocodile,Music,Downtown,"Partly sunny, with a high near 76."
Kate Berlant Live,7/25/2025,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 73."
M A Sampson – Album Release,7/25/2025,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 73."
Motors and Movies,7/25/2025,LeMay - America's Car Museum,Museums,South,"Partly sunny, with a high near 73."
Toad the Wet Sprocket,7/25/2025,The Moore Theatre,Music,Downtown,"Partly sunny, with a high near 76."
Alain Johannes Band,7/26/2025,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 75."
Couch Dog,7/26/2025,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 74."
Empty Graves and Gamma Knife,7/26/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 75."
Glory Hole: ReBirthday,7/26/2025,Town Hall Seattle,Theatre,Downtown,"Mostly sunny, with a high near 76."
Hillbilly Headbanger’s Ball,7/26/2025,Slim's Last Chance,Music,South Seattle,"Mostly sunny, with a high near 74."
Ouija Macc,7/26/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 75."
45° Flamenco,7/27/2025,The Royal Room,Music,South Seattle,"Sunny, with a high near 74."
Chris Fleming,7/27/2025,The Moore Theatre,Theatre,Downtown,"Sunny, with a high near 76."
Delores,7/27/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 76."
Hey Riddle Riddle,7/27/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 77."
BashfortheWorld,7/28/2025,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Black Map,7/28/2025,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
Iggy Pop,7/28/2025,Marymoor Park,Music,Bellevue / Eastside,"Sunny, with a high near 79."
