Name,Date,Location,Type,Region,Weather
84 Charing Cross Road – smARTfilms: Reel Reading,11/19/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Auden Schendler with Paul Tolme,11/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Dead Boys,11/19/2024,El Corazon,Music,Downtown,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Eduardo Muslip,11/19/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 7 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Emily King,11/19/2024,The Neptune Theatre,Music,University District,"A slight chance of rain showers. Cloudy. Low around 39, with temperatures rising to around 41 overnight. South southeast wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
Jane Siberry,11/19/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Matty Matheson,11/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers. Cloudy. Low around 39, with temperatures rising to around 41 overnight. South southeast wind around 8 mph. Chance of precipitation is 20%. New rainfall amounts less than a tenth of an inch possible."
ZZ Ward,11/19/2024,The Showbox,Music,Downtown,"A chance of rain showers. Cloudy. Low around 37, with temperatures rising to around 39 overnight. South southeast wind around 7 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
03 Greedo,11/20/2024,The Neptune Theatre,Music,University District,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 51. South southeast wind 13 to 18 mph, with gusts as high as 26 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
AMBERR,11/20/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain before 10am, then rain showers likely. Mostly cloudy, with a high near 52. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Dana Frank,11/20/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 52. South southeast wind 10 to 15 mph, with gusts as high as 23 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
David Shaw,11/20/2024,The Crocodile,Music,Downtown,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 53. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Duff McKagan of Guns N Roses,11/20/2024,The Showbox,Music,Downtown,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 53. South southeast wind 10 to 14 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
HONNE,11/20/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain before 10am, then rain showers likely. Mostly cloudy, with a high near 52. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Lauren Sanderson,11/20/2024,Neumos,Music,Capitol Hill / Central District,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 53. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Marc Cohn,11/20/2024,The Triple Door,Music,Downtown,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 53. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
The Aunties,11/20/2024,The Moore Theatre,Theatre,Downtown,"Rain likely before 10am, then rain showers likely. Mostly cloudy, with a high near 53. South southeast wind 10 to 15 mph, with gusts as high as 21 mph. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Adrian Xavier and Ska Island,11/21/2024,High Dive,Music,Fremont / Ballard,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Beautiful Freaks and Mikey Moo,11/21/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Christopher Brown,11/21/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 49. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Della Mae,11/21/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 50. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Des Demonas,11/21/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Jonatha Brooke,11/21/2024,The Triple Door,Music,Downtown,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Lil Darkie,11/21/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Meet Me At The Movies,11/21/2024,Bainbridge Island Museum of Art,Museums,West,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Opening Doors to the Outdoors,11/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Unlearning with Lindsey T.H. Jackson,11/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Vitamin String Quartet,11/21/2024,The Moore Theatre,Music,Downtown,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Wild Powwers 10th Anniversary Party,11/21/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers before 10am, then rain likely between 10am and 11am, then rain showers likely between 11am and 5pm, then rain likely. Mostly cloudy, with a high near 51. Chance of precipitation is 70%. New rainfall amounts between a tenth and quarter of an inch possible."
Art & Melody: Catching up with Barbara Earl Thomas,11/22/2024,Bainbridge Island Museum of Art,Music,West,"Rain. Cloudy, with a high near 53."
Ashley Kutcher,11/22/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53."
Charger,11/22/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53."
Composing Iran,11/22/2024,Benaroya Hall,Music,Downtown,"Rain. Cloudy, with a high near 52."
Con Brio,11/22/2024,High Dive,Music,Fremont / Ballard,"Rain. Cloudy, with a high near 54."
Django Bells – Jazzy Holiday Concert,11/22/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 53."
Jessica Audiffred,11/22/2024,The Showbox,Music,Downtown,"Rain. Cloudy, with a high near 53."
Lore Podcast,11/22/2024,Town Hall Seattle,Theatre,Downtown,"Rain. Cloudy, with a high near 53."
Rob Sheffield,11/22/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 53."
Sango,11/22/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 53."
Sirvan Khosravi and Ehaam,11/22/2024,The Moore Theatre,Music,Downtown,"Rain. Cloudy, with a high near 54."
Upwell,11/22/2024,Slim's Last Chance,Music,South Seattle,"Rain. Cloudy, with a high near 53."
Arc De Soleil – Hypno Sun Tour,11/23/2024,The Crocodile,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 49."
Artist Talk: 50 Years: The Art of Nancy Mee and Dennis Evans,11/23/2024,Bainbridge Island Museum of Art,Museums,West,"Rain showers. Mostly cloudy, with a high near 49."
Balkan Bump,11/23/2024,The Crocodile,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 47."
Joyla Red,11/23/2024,High Dive,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 49."
Kasablanca,11/23/2024,Showbox SoDo,Music,Pioneer Square,"Rain showers. Mostly cloudy, with a high near 49."
KO Ensemble,11/23/2024,Seattle Art Museum,Music,Downtown,"Rain showers. Mostly cloudy, with a high near 49."
La Femme,11/23/2024,The Showbox,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 49."
Rainbow Kitten Surprise: Love Hate Music Box Tour,11/23/2024,WaMu Theater,Music,Pioneer Square,"Rain showers. Mostly cloudy, with a high near 49."
Richy Mitch and The Coal Miners,11/23/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers. Mostly cloudy, with a high near 47."
The Pharcyde,11/23/2024,Nectar Lounge,Music,Fremont / Ballard,"Rain showers. Mostly cloudy, with a high near 49."
Aerosmith: Peace Out,11/24/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Rain showers likely. Mostly cloudy, with a high near 49."
Escape,11/24/2024,Town Hall Seattle,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 49."
John Whelan’s Transatlantic Project,11/24/2024,The Royal Room,Music,South Seattle,"Rain showers likely. Mostly cloudy, with a high near 49."
LP Giobbi – In The Round,11/24/2024,The Showbox,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 47."
Pachinko Royale,11/24/2024,High Dive,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 49."
